"";"totalRNA";"translRNA";"TE";"symbol"
"2444";"0.275";"0";"0";"Acsl6"
"2445";"0";"0";"NaN";"Slc22a4"
"2446";"1.33";"0";"0";"Zfp354b"
"2447";"13.885";"6.95";"0.500540151242348";"Cyfip2"
"2448";"10.415";"0";"0";"Mgat1"
"2449";"20.565";"11.715";"0.569657184536834";"Ppp2ca"
"2450";"15.275";"9.77";"0.639607201309329";"Sgcd"
"2451";"0.015";"0";"0";"Flt4"
"2452";"44.465";"58.965";"1.32609917912965";"Hnrnpab"
"2453";"2.08";"0";"0";"Phykpl"
"2454";"43.97";"0.425";"0.00966568114623607";"Hspa4"
"2455";"29.645";"20.95";"0.706695901501096";"Cnot6"
"2456";"0.325";"1.77";"5.44615384615385";"Gfpt2"
"2457";"0.605";"0";"0";"Zfp354a"
"2458";"46.865";"11.74";"0.250506774778619";"Mapk9"
"2459";"116.725";"193.59";"1.65851360034269";"Canx"
"2460";"23.23";"306.535";"13.195652173913";"Rack1"
"2461";"0.015";"0";"0";"Rasgef1c"
"2462";"49.24";"20.865";"0.423740861088546";"Rufy1"
"2463";"3.58";"3.51";"0.980446927374302";"Rnf130"
"2464";"7.455";"0";"0";"Ltc4s"
"2465";"66.84";"51.71";"0.773638539796529";"Rad50"
"2466";"31.835";"15.985";"0.502120307837286";"Mrnip"
"2467";"0.115";"0";"0";"Il13"
"2468";"2.65";"12.275";"4.63207547169811";"Clk4"
"2469";"46.86";"64.13";"1.36854460093897";"Sar1b"
"2470";"78.58";"38.345";"0.487974039195724";"Jade2"
"2471";"0.085";"0";"0";"Pdlim4"
"2472";"0.885";"0";"0";"Cdkl3"
"2473";"71.195";"24.99";"0.351007795491256";"Ube2b"
"2474";"29.64";"27.045";"0.912449392712551";"Cdkn2aipnl"
"2475";"10.765";"5.145";"0.477937761263353";"Kremen1"
"2476";"0.07";"0";"0";"Itk"
"2477";"7.6";"0";"0";"Nefh"
"2478";"43.22";"9.65";"0.223276260990282";"Med7"
"2479";"0.05";"0";"0";"Havcr2"
"2480";"17.27";"8.885";"0.514475969889983";"Tnip1"
"2481";"0.015";"0";"0";"Garin3"
"2482";"22.475";"185.095";"8.23559510567297";"Vdac1"
"2483";"0";"0";"NaN";"Fabp6"
"2484";"6.8";"21.97";"3.23088235294118";"Upp1"
"2485";"68.34";"16.185";"0.236830553116769";"Slu7"
"2486";"0";"0";"NaN";"Nipal4"
"2487";"5.445";"9";"1.65289256198347";"Ascc2"
"2488";"44.7";"75.56";"1.69038031319911";"Hus1"
"2489";"365.875";"2569.43";"7.02269900922446";"Pttg1"
"2490";"1.09";"0";"0";"Hormad2"
"2491";"0.245";"0";"0";"Zfp607a"
"2492";"0.8";"0";"0";"Tns3"
"2493";"5.715";"1.19";"0.2082239720035";"Btg2"
"2494";"1.625";"2.72";"1.67384615384615";"Castor1"
"2495";"0.095";"0";"0";"Igfbp3"
"2496";"0";"0";"NaN";"Gabra6"
"2497";"0.065";"0.65";"10";"Igfbp1"
"2498";"63.34";"93.145";"1.47055573097569";"Pes1"
"2499";"0.64";"0";"0";"Adcy1"
"2500";"4.08";"2.765";"0.677696078431373";"Tcn2"
"2501";"6.06";"21.685";"3.57838283828383";"4921536K21Rik"
"2502";"22.54";"50.56";"2.24312333629104";"Osbp2"
"2503";"0";"0";"NaN";"Gabrg2"
"2504";"0";"0";"NaN";"Myo1g"
"2505";"0.135";"0";"0";"Smtn"
"2506";"13.685";"169.84";"12.4106686152722";"Arf5"
"2507";"27.195";"5.145";"0.189189189189189";"2310033P09Rik"
"2508";"1.865";"3.89";"2.0857908847185";"Guk1"
"2509";"0.04";"0";"0";"Npc1l1"
"2510";"134.83";"315.165";"2.33749907290662";"Rnf185"
"2511";"19.82";"63.51";"3.20433905146317";"Limk2"
"2512";"57.885";"34.335";"0.593158849442861";"Patz1"
"2513";"324.235";"206.435";"0.636683269850571";"Eif4enif1"
"2514";"10.265";"93.405";"9.09936678032148";"Trim11"
"2515";"17.91";"11.565";"0.64572864321608";"Ogdh"
"2516";"52.46";"12.795";"0.243900114372855";"Drg1"
"2517";"12.34";"32.86";"2.66288492706645";"Rtn4"
"2518";"6";"7.285";"1.21416666666667";"Mtif2"
"2519";"10.54";"3.21";"0.304554079696395";"Rps27a"
"2520";"0.43";"0";"0";"Clhc1"
"2521";"32.99";"0";"0";"Cfap36"
"2522";"35.19";"24.915";"0.708013640238704";"Ppp4r3b"
"2523";"6.54";"22.415";"3.42737003058104";"Pnpt1"
"2524";"0.265";"0";"0";"Efemp1"
"2525";"0.07";"0";"0";"Myl7"
"2526";"4.995";"3.89";"0.778778778778779";"Pold2"
"2527";"13.02";"10.085";"0.77457757296467";"Zkscan17"
"2528";"0.01";"0";"0";"Aebp1"
"2529";"19.57";"41.35";"2.11292795094532";"Polm"
"2530";"0";"0";"NaN";"Pgam2"
"2531";"2.48";"3.215";"1.29637096774194";"Dbnl"
"2532";"9.495";"0";"0";"Mrps24"
"2533";"0.4";"0";"0";"Ankrd48"
"2534";"114.08";"170.77";"1.49693197755961";"Ccdc117"
"2535";"43.83";"299.57";"6.83481633584303";"Dynll2"
"2536";"0.22";"0";"0";"Xbp1"
"2537";"17.01";"3.34";"0.196355085243974";"Supt4a"
"2538";"0.07";"0";"0";"Septin4"
"2539";"0";"0";"NaN";"Btnl10"
"2540";"0.995";"0";"0";"2810021J22Rik"
"2541";"7.175";"0";"0";"Ska2"
"2542";"1.285";"0";"0";"Prr11"
"2543";"10.195";"29.26";"2.87003433055419";"Smg8"
"2544";"29.145";"108.86";"3.73511751586893";"Rnf187"
"2545";"6.625";"6.835";"1.03169811320755";"Tubd1"
"2546";"16.345";"0";"0";"Mrpl22"
"2547";"84.635";"283.605";"3.35091865067643";"Cnot8"
"2548";"12.58";"58.695";"4.66573926868045";"Rps6kb1"
"2549";"41.39";"66.34";"1.60280260932592";"Sap30l"
"2550";"0.005";"0";"0";"Galnt10"
"2551";"5.525";"24.295";"4.3972850678733";"Rnft1"
"2552";"12.315";"95.08";"7.7206658546488";"Mfap3"
"2553";"12.865";"0";"0";"Fam114a2"
"2554";"0";"0";"NaN";"Gria1"
"2555";"19.465";"41.17";"2.11507834574878";"Ppm1d"
"2556";"3.665";"0";"0";"Znhit3"
"2557";"8.705";"4.915";"0.564618035611717";"Myo19"
"2558";"79.7";"35.165";"0.441217063989962";"Prpsap2"
"2559";"7.93";"2.745";"0.346153846153846";"Ggnbp2"
"2560";"1.625";"1.97";"1.21230769230769";"Acaca"
"2561";"0.94";"0";"0";"Shmt1"
"2562";"6.225";"12.25";"1.96787148594378";"Llgl1"
"2563";"9.51";"9.55";"1.00420609884332";"Drg2"
"2564";"4.735";"11.6";"2.44984160506864";"Srebf1"
"2565";"41.53";"43.22";"1.04069347459668";"Tom1l1"
"2566";"0.965";"0";"0";"Myocd"
"2567";"1.95";"25.63";"13.1435897435897";"Cox11"
"2568";"0";"0";"NaN";"Lrrc72"
"2569";"11.56";"3.88";"0.335640138408304";"Stxbp4"
"2570";"2.46";"0";"0";"Bzw2"
"2571";"1.97";"0";"0";NA
"2572";"27.21";"82.625";"3.03656743844175";"Elac2"
"2573";"0.105";"4.425";"42.1428571428571";"Pctp"
"2574";"6.275";"30.855";"4.91713147410359";"Polr1f"
"2575";"0";"0";"NaN";"Efcab10"
"2576";"5.145";"0";"0";"Atxn7l1"
"2577";"0.335";"0";"0";"Atp6v1c2"
"2578";"28.16";"144.185";"5.12020596590909";"Sypl1"
"2579";"20.845";"30.61";"1.46845766370832";"Pdia6"
"2580";"5.38";"0";"0";"Nampt"
"2581";"0.04";"0";"0";"Pik3cg"
"2582";"2.455";"7.56";"3.07942973523422";"Nbas"
"2583";"6.015";"6.35";"1.05569409808811";"Tspan13"
"2584";"10.42";"1.265";"0.121401151631478";"Rock2"
"2585";"0";"0";"NaN";"Agr2"
"2586";"0";"0";"NaN";"Matn3"
"2587";"36.615";"117.635";"3.21275433565479";"Laptm4a"
"2588";"12.65";"43.19";"3.41422924901186";"Cyria"
"2589";"21.09";"46.105";"2.18610715979137";"Snx13"
"2590";"0";"0";"NaN";"Ntsr2"
"2591";"22.04";"75.975";"3.44714156079855";"Sdc1"
"2592";"4.575";"0";"0";"Lpin1"
"2593";"155.485";"175.23";"1.12698974177573";"Pum2"
"2594";"12.72";"0";"0";"Nrcam"
"2595";"1.175";"0";"0";"Rgs9"
"2596";"0";"0";"NaN";"Slc7a15"
"2597";"7.945";"28.085";"3.53492762743864";"Trib2"
"2598";"0.22";"0";"0";"Arsg"
"2599";"1.715";"7.82";"4.5597667638484";"Hs1bp3"
"2600";"5.135";"17.33";"3.37487828627069";"Lratd1"
"2601";"139.315";"290.95";"2.08843268851165";"Smc6"
"2602";"0.005";"0";"0";"Apob"
"2603";"19.545";"8.835";"0.452033768227168";"Amz2"
"2604";"15.945";"25.035";"1.57008466603951";"Gna13"
"2605";"23.65";"117.635";"4.97399577167019";"Prkar1a"
"2606";"0";"0";"NaN";"Fam20a"
"2607";"0.09";"0";"0";"1700012B07Rik"
"2608";"0.025";"0";"0";"Abca8b"
"2609";"4.84";"0";"0";"Rdh14"
"2610";"0.025";"0";"0";"Nt5c1b"
"2611";"3.7";"8.7";"2.35135135135135";"Map2k6"
"2612";"0.64";"0";"0";"Klhl29"
"2613";"5.265";"11.175";"2.12250712250712";"Trappc12"
"2614";"0.83";"0";"0";"Adi1"
"2615";"16.335";"33.16";"2.02999693908785";"Rnaseh1"
"2616";"3.105";"0";"0";"Dcdc2c"
"2617";"58.54";"6.575";"0.112316364878715";"Ubxn2a"
"2618";"0.54";"0";"0";"Fkbp1b"
"2619";"0.07";"0";"0";"Allc"
"2620";"10.105";"62.89";"6.22365165759525";"Cmpk2"
"2621";"25.455";"35.93";"1.41151050874092";"Pfn4"
"2622";"108.605";"279.08";"2.56967911237972";"Itsn2"
"2623";"0.01";"0";"0";"Rsad2"
"2624";"1.41";"0";"0";"Rnf144a"
"2625";"4.75";"15.01";"3.16";"Id2"
"2626";"9.085";"20.1";"2.21243808475509";"Mboat2"
"2627";"16.835";"5.465";"0.324621324621325";"Ncoa1"
"2628";"4.585";"11.105";"2.42202835332606";"Dus4l"
"2629";"20.855";"102.855";"4.93191081275473";"Rrm2"
"2630";"15.88";"2.025";"0.127518891687657";"Bcap29"
"2631";"0.06";"0";"0";"Slc26a4"
"2632";"61.715";"97.42";"1.57854654460018";"Cenpo"
"2633";"26.46";"42.17";"1.59372637944067";"Klf11"
"2634";"0.22";"0.52";"2.36363636363636";"Adcy3"
"2635";"40.055";"21.38";"0.533766071651479";"Grhl1"
"2636";"0.36";"0";"0";"Dnajc27"
"2637";"3.375";"18.33";"5.43111111111111";"Efr3b"
"2638";"13.495";"6.94";"0.51426454242312";"Cbll1"
"2639";"0.035";"0";"0";"Pomc"
"2640";"54.8";"46.54";"0.849270072992701";"Dnmt3a"
"2641";"69.98";"50.465";"0.72113460988854";"Dld"
"2642";"0.395";"4.465";"11.3037974683544";"Kif3c"
"2643";"14.845";"25.345";"1.70730885820141";"Sh3yl1"
"2644";"71.14";"47.705";"0.670579139724487";"Rab10"
"2645";"1.715";"0";"0";"Sntg2"
"2646";"1.09";"0";"0";"Tpo"
"2647";"7.79";"12.22";"1.56867779204108";"Pxdn"
"2648";"1.5";"16.275";"10.85";"Ccl11"
"2649";"17.15";"0";"0";"Ddx52"
"2650";"0.885";"0";"0";"Hnf1b"
"2651";"37.005";"60.205";"1.62694230509391";"Taf15"
"2652";"0.04";"0";"0";"Ace"
"2653";"0";"0";"NaN";"Mmp28"
"2654";"0.05";"0";"0";"Rasl10b"
"2655";"0";"0";"NaN";"Gas2l2"
"2656";"104.565";"110.125";"1.05317266771864";"Cdc27"
"2657";"6.95";"4.98";"0.716546762589928";"Itgb3"
"2658";"41.42";"8.15";"0.196764847899565";"Efcab3"
"2659";"0.35";"0";"0";"Mettl2"
"2660";"1.38";"0";"0";"Nle1"
"2661";"37.42";"54.765";"1.46352218065206";"Tlk2"
"2662";"0.09";"0";"0";"Mrc2"
"2663";"25.76";"52.89";"2.05318322981366";"Rffl"
"2664";"22.46";"51.56";"2.29563668744435";"Lig3"
"2665";"0.04";"0";"0";"Cct6b"
"2666";"0.235";"0";"0";"Map3k3"
"2667";"0.06";"0";"0";"Tmem132e"
"2668";"0.095";"0";"0";"Ccl1"
"2669";"0.1";"0";"0";"5530401A14Rik"
"2670";"0";"0";"NaN";"Asic2"
"2671";"21.515";"18.845";"0.875900534510806";"Ddx42"
"2672";"44.18";"41.835";"0.946921684019918";"Ftsj3"
"2673";"1.725";"23.65";"13.7101449275362";"Rnf135"
"2674";"47.545";"35.285";"0.742139026185719";"Psmc5"
"2675";"0";"0";"NaN";"Adap2"
"2676";"0.765";"0";"0";"Tcam1"
"2677";"0";"0";"NaN";"Gh"
"2678";"115.55";"189.88";"1.64327131112073";"Ern1"
"2679";"24.49";"28.14";"1.14904042466313";"Nf1"
"2680";"8.73";"19.33";"2.21420389461627";"Pecam1"
"2681";"0.415";"0";"0";"Polg2"
"2682";"154.125";"409.87";"2.65933495539335";"Ddx5"
"2683";"54.795";"13.595";"0.248106579067433";"Psmd12"
"2684";"7.165";"20.325";"2.83670621074668";"Helz"
"2685";"0";"0";"NaN";"Cacng1"
"2686";"0.95";"0";"0";"Cacng4"
"2687";"1.325";"0";"0";"Cep112"
"2688";"0.045";"0";"0";"Rab37"
"2689";"13.695";"1.19";"0.0868930266520628";"Nherf1"
"2690";"0.005";"0";"0";"Grin2c"
"2691";"0.095";"0";"0";"Nt5c"
"2692";"42.39";"71.95";"1.69733427695211";"Jpt1"
"2693";"35.635";"66.305";"1.86067068892942";"Sumo2"
"2694";"68.225";"216.75";"3.17698790765848";"Nup85"
"2695";"48.755";"29.21";"0.599118039175469";"Gga3"
"2696";"3.7";"85.96";"23.2324324324324";"Cluh"
"2697";"5.88";"117.015";"19.9005102040816";"Mif4gd"
"2698";"24.87";"7.145";"0.287293928427825";"Slc25a19"
"2699";"134.135";"183.41";"1.36735378536549";"Pafah1b1"
"2700";"1.77";"0";"0";"Tmem94"
"2701";"14.38";"20.515";"1.42663421418637";"Recql5"
"2702";"73.86";"0";"0";"Sap30bp"
"2703";"0.25";"1.16";"4.64";"Itgb4"
"2704";"0.555";"0";"0";"Galk1"
"2705";"8.225";"23.67";"2.87781155015198";"Unk"
"2706";"0.575";"0";"0";"Trim47"
"2707";"0";"0";"NaN";"Aspa"
"2708";"8.195";"32.43";"3.95729103111653";"Mrpl38"
"2709";"9.21";"0";"0";"Fbf1"
"2710";"3.905";"8.21";"2.10243277848912";"Acox1"
"2711";"2.435";"0";"0";"Ten1"
"2712";"15.38";"15.995";"1.03998699609883";"Srp68"
"2713";"1.91";"0";"0";"Tsen54"
"2714";"23.71";"213.46";"9.00295234078448";"Llgl2"
"2715";"5.74";"1.12";"0.195121951219512";"Ncbp3"
"2716";"0.095";"0";"0";"Camkk1"
"2717";"0.035";"0";"0";"P2rx1"
"2718";"0.005";"0";"0";"Atp2a3"
"2719";"8.76";"22.655";"2.58618721461187";"Ankfy1"
"2720";"0.87";"0";"0";"Exoc7"
"2721";"0.015";"0";"0";"Galr2"
"2722";"124.705";"275.765";"2.21133875947235";"Ube2g1"
"2723";"0.045";"0";"0";"Spns3"
"2724";"0.025";"0";"0";"Tekt1"
"2725";"41.55";"112.075";"2.69735258724428";"Med31"
"2726";"8.05";"26.09";"3.24099378881988";"Ube2o"
"2727";"6.195";"0";"0";"Txndc17"
"2728";"0.14";"0";"0";"Aanat"
"2729";"0.165";"0";"0";"Slc13a5"
"2730";"5.705";"1.09";"0.191060473269062";"Rhbdf2"
"2731";"4.215";"1.635";"0.387900355871886";"4933427D14Rik"
"2732";"0";"0";"NaN";"Pimreg"
"2733";"0";"0";"NaN";"Cygb"
"2734";"0.025";"0";"0";"Wscd1"
"2735";"0.105";"0";"0";"Mxra7"
"2736";"49.015";"0";"0";"Rabep1"
"2737";"1.165";"11.455";"9.83261802575107";"Mfsd11"
"2738";"1.055";"2.45";"2.32227488151659";"Kif1c"
"2739";"6.78";"4.695";"0.692477876106195";"Sec14l1"
"2740";"0.065";"0";"0";"Nos2"
"2741";"9.095";"24.98";"2.74656404617922";"Mink1"
"2742";"6.8";"0.89";"0.130882352941176";"Pld2"
"2743";"0.015";"0";"0";"Slc46a1"
"2744";"0";"0";"NaN";"Vmo1"
"2745";"20.105";"25.395";"1.26311862720716";"Bacc1"
"2746";"3.77";"8.62";"2.28647214854111";"Eral1"
"2747";"1.385";"2.105";"1.51985559566787";"Dhrs13"
"2748";"0.155";"6.05";"39.0322580645161";"Coro6"
"2749";"1.315";"0";"0";"Slc6a4"
"2750";"0.345";"0";"0";"Tmigd1"
"2751";"78.72";"4.835";"0.0614202235772358";"Blmh"
"2752";"4.87";"69.635";"14.2987679671458";"Cpd"
"2753";"0.1";"0";"0";"Timm22"
"2754";"2.62";"0";"0";"Nxn"
"2755";"0.035";"0";"0";"Rflnb"
"2756";"74.745";"133.5";"1.7860726469998";"Rph3al"
"2757";"0.045";"0";"0";"Doc2b"
"2758";"466.04";"749.985";"1.60927173633165";"Ywhae"
"2759";"22.025";"51.815";"2.35255391600454";"Prpf8"
"2760";"0.27";"0";"0";"Nme2"
"2761";"1.12";"0";"0";"Spag9"
"2762";"132.91";"59.925";"0.450869009103905";"Luc7l3"
"2763";"29.6";"20.31";"0.686148648648649";"Ankrd40"
"2764";"4.265";"0.65";"0.152403282532239";"Abcc3"
"2765";"0.075";"0.13";"1.73333333333333";"Cacna1g"
"2766";"0";"0";"NaN";"Spata20"
"2767";"0.145";"0";"0";"Xylt2"
"2768";"48.72";"35.27";"0.723932676518883";"Lrrc59"
"2769";"5.445";"136.62";"25.0909090909091";"Cdc34b"
"2770";"0.085";"0";"0";"Dlx4"
"2771";"0";"0";"NaN";"Tac4"
"2772";"6.445";"0";"0";"Slc35b1"
"2773";"0.015";"0";"0";"Hoxb9"
"2774";"15.68";"16.645";"1.06154336734694";"Snx11"
"2775";"0";"0";"NaN";"Scrn2"
"2776";"0.92";"0";"0";"Lrrc46"
"2777";"0.095";"6.09";"64.1052631578947";"Cacnb1"
"2778";"8.275";"39.45";"4.76737160120846";"Fbxl20"
"2779";"0.03";"0";"0";"Asgr1"
"2780";"0.035";"0";"0";"Dlg4"
"2781";"4.77";"28.66";"6.0083857442348";"Dvl2"
"2782";"13.07";"21.4";"1.63733741392502";"Nr1d1"
"2783";"2.275";"3.155";"1.38681318681319";"Gucy2e"
"2784";"0.01";"0";"0";"Alox8"
"2785";"0.51";"1.405";"2.75490196078431";"Aloxe3"
"2786";"3.28";"10.1";"3.07926829268293";"Per1"
"2787";"0.185";"0";"0";"Vamp2"
"2788";"9.11";"62.465";"6.85675082327113";"Tmem107"
"2789";"7.615";"12.73";"1.67170059093894";"Aurkb"
"2790";"1.845";"0";"0";"Ctc1"
"2791";"0.285";"0.38";"1.33333333333333";"Pfas"
"2792";"4.235";"38.265";"9.03541912632822";"Myh10"
"2793";"0.01";"0";"0";"Pik3r5"
"2794";"1.42";"2.82";"1.98591549295775";"Ntn1"
"2795";"13.755";"0";"0";"Stx8"
"2796";"0.2";"0";"0";"Cfap52"
"2797";"10.415";"21.855";"2.09841574651944";"Usp43"
"2798";"0";"0";"NaN";"Rcvrn"
"2799";"0.255";"2.81";"11.0196078431373";"Myh3"
"2800";"3.235";"0";"0";"Adprm"
"2801";"0.665";"0";"0";"Krt19"
"2802";"8.12";"0";"0";"Krt12"
"2803";"0.07";"0";"0";"Krt24"
"2804";"37.44";"25.455";"0.67988782051282";"Top2a"
"2805";"0.06";"4.93";"82.1666666666667";"Krt36"
"2806";"7.795";"52.77";"6.76972418216806";"Acly"
"2807";"6.235";"8.26";"1.32477947072975";"Kat2a"
"2808";"0.005";"0";"0";"Stat5b"
"2809";"0.52";"40.625";"78.125";"Tmem101"
"2810";"7.68";"0";"0";"Lsm12"
"2811";"5.46";"4.965";"0.909340659340659";"Ubtf"
"2812";"0.275";"17.21";"62.5818181818182";"Ccdc43"
"2813";"0";"0";"NaN";"Adam11"
"2814";"0";"0";"NaN";"Higd1b"
"2815";"43.555";"33.7";"0.773734358856618";"Eftud2"
"2816";"0.035";"0";"0";"Ccdc103"
"2817";"0.025";"0";"0";"Gfap"
"2818";"42.62";"29.79";"0.698967620835289";"Dcakd"
"2819";"19.835";"7.44";"0.375094529871439";"Nmt1"
"2820";"0.05";"0";"0";"Plcd3"
"2821";"0";"0";"NaN";"Efcab15"
"2822";"0.005";"0";"0";"Map3k14"
"2823";"0.095";"0";"0";"Lyzl6"
"2824";"23";"35.83";"1.55782608695652";"Gosr2"
"2825";"16.89";"47.925";"2.83747779751332";"Klhl28"
"2826";"4.25";"3.125";"0.735294117647059";"Fkbp3"
"2827";"0";"0";"NaN";"Foxg1"
"2828";"30.375";"13.67";"0.450041152263374";"Scfd1"
"2829";"0.01";"0";"0";"Coch"
"2830";"5.39";"0";"0";"Strn3"
"2831";"1.535";"0";"0";"Ap4s1"
"2832";"1.04";"0";"0";"Dtd2"
"2833";"44.06";"53.55";"1.21538810712665";"Ston2"
"2834";"176.79";"222.58";"1.25900786243566";"Gtf2a1"
"2835";"0.035";"0";"0";"Tshr"
"2836";"19.68";"60.325";"3.06529471544715";"Sel1l"
"2837";"0.08";"0";"0";"Dnaaf2"
"2838";"9.835";"4.845";"0.492628368073208";"Pole2"
"2839";"194.85";"418.595";"2.14829355914806";"Klhdc2"
"2840";"12.2";"22.945";"1.88073770491803";"Nemf"
"2841";"23.145";"41.47";"1.79174767768416";"Sec23a"
"2842";"0.305";"0";"0";"L2hgdh"
"2843";"0.115";"0";"0";"Cdkl1"
"2844";"29.155";"82.75";"2.83827816841022";"Trappc6b"
"2845";"87.385";"122.435";"1.40109858671397";"Pnn"
"2846";"146.205";"70.17";"0.479942546424541";"Mia2"
"2847";"5.34";"1.805";"0.338014981273408";"Galc"
"2848";"12.18";"29.17";"2.39490968801314";"Spata7"
"2849";"311.475";"267.87";"0.86000481579581";"Ptpn21"
"2850";"3.29";"3.53";"1.07294832826748";"Npas3"
"2851";"103.155";"111.55";"1.08138238573021";"Zc3h14"
"2852";"6.435";"26.51";"4.11965811965812";"Ttc8"
"2853";"2.665";"25.63";"9.61726078799249";"Polr2h"
"2854";"20.045";"7.485";"0.373409827887254";"Ppp2r3c"
"2855";"10.025";"0";"0";"Prorp"
"2856";"71.365";"31.775";"0.44524626917957";"Psma6"
"2857";"14.55";"15.845";"1.08900343642612";"Nfkbia"
"2858";"5.225";"5.135";"0.982775119617225";"Ralgapa1"
"2859";"53.27";"2.525";"0.0474000375445842";"Mbip"
"2860";"0";"0";"NaN";"Ngb"
"2861";"5.395";"9.315";"1.72659870250232";"Gstz1"
"2862";"20.46";"11.04";"0.539589442815249";"Sptlc2"
"2863";"92.57";"391.18";"4.22577508912175";"Ahsa1"
"2864";"8.74";"17.805";"2.03718535469108";"Vipas39"
"2865";"84.325";"2.625";"0.0311295582567447";"Snw1"
"2866";"0.815";"0";"0";"Slirp"
"2867";"2.595";"8.96";"3.45279383429672";"Adck1"
"2868";"0.29";"0";"0";"Nova1"
"2869";"41.11";"164.66";"4.00535149598638";"Mthfd1"
"2870";"9.35";"21.57";"2.30695187165775";"Ppp2r5e"
"2871";"0.47";"0";"0";"Sgpp1"
"2872";"19.705";"8.8";"0.446587160619132";"Esr2"
"2873";"1.815";"0";"0";"Tex21"
"2874";"0.25";"0.965";"3.86";"Akap5"
"2875";"0.045";"0";"0";"Sptb"
"2876";"0.075";"0";"0";"Rab15"
"2877";"48.01";"10.395";"0.216517392209956";"Fut8"
"2878";"85.285";"93.185";"1.09263059154599";"Atl1"
"2879";"17.945";"14.815";"0.825578155475063";"Sav1"
"2880";"179.67";"242.465";"1.34950186452942";"Nin"
"2881";"1.365";"0";"0";"Pygl"
"2882";"0.035";"1.375";"39.2857142857143";"Bdkrb2"
"2883";"0.14";"0";"0";"Trim9"
"2884";"1.195";"0";"0";"Tmx1"
"2885";"11.025";"55.42";"5.02675736961451";"Actr10"
"2886";"0";"0";"NaN";"Tomm20l"
"2887";"201.09";"0";"0";"Timm9"
"2888";"0";"0";"NaN";"Serpina1f"
"2889";"0.38";"0";"0";"Ccdc175"
"2890";"0.33";"0";"0";"Rtn1"
"2891";"0.14";"0";"0";"Lrrc9"
"2892";"0";"0";"NaN";"Serpina3n"
"2893";"0.095";"0";"0";"Dhrs7"
"2894";"0.85";"21.645";"25.4647058823529";"Gsc"
"2895";"87.955";"43.965";"0.499857881871412";"Ppm1a"
"2896";"0.895";"0";"0";"Clmn"
"2897";"0.29";"0";"0";"4930447C04Rik"
"2898";"0";"0";"NaN";"Six6"
"2899";"17.645";"9.795";"0.555114763389062";"Glrx5"
"2900";"19.145";"0";"0";"Mnat1"
"2901";"0.03";"0";"0";"Prkch"
"2902";"156.75";"187.425";"1.19569377990431";"Hif1a"
"2903";"48.81";"18.8";"0.385166973980742";"Papola"
"2904";"59.33";"90.825";"1.53084442946233";"Pals1"
"2905";"44.53";"72.62";"1.63081068942286";"Snapc1"
"2906";"38.825";"14.805";"0.381326464906632";"Atp6v1d"
"2907";"31.45";"32.87";"1.04515103338633";"Vrk1"
"2908";"54.415";"41.65";"0.765413948359827";"Eif2s1"
"2909";"0.04";"0";"0";"Plek2"
"2910";"0.82";"0";"0";"Pigh"
"2911";"1.795";"17.8";"9.91643454038997";"Rdh12"
"2912";"49.245";"12.86";"0.261143263275459";"Vti1b"
"2913";"131.025";"88.045";"0.671970997901164";"Arg2"
"2914";"0.215";"0";"0";"Zfp36l1"
"2915";"0.665";"0";"0";"Galnt16"
"2916";"86.165";"42.225";"0.490048163407416";"Erh"
"2917";"1.175";"0";"0";"Susd6"
"2918";"41.085";"22.315";"0.543142266033832";"Srsf5"
"2919";"0";"0";"NaN";"Slc10a1"
"2920";"0.07";"0";"0";"Smoc1"
"2921";"3.135";"4.995";"1.5933014354067";"S2bpcox16"
"2922";"27.68";"14.39";"0.519869942196532";"Pcnx1"
"2923";"29.81";"12.315";"0.413116403891312";"Pacs2"
"2924";"11.37";"11.105";"0.976693051890941";"Mta1"
"2925";"103.235";"298.515";"2.89160652879353";"Wdr37"
"2926";"0";"0";"NaN";"Idi2l"
"2927";"53.175";"21.95";"0.412787964268923";"Gtpbp4"
"2928";"12.65";"48.985";"3.87233201581028";"Zmynd11"
"2929";"14.615";"16.02";"1.09613410879234";"Esyt2"
"2930";"41.515";"4.79";"0.115379983138625";"Cdca7l"
"2931";"12.965";"25.71";"1.98303123794832";"Efcab11"
"2932";"17.335";"21.845";"1.26016729160658";"Tdp1"
"2933";"103.24";"3.235";"0.0313347539713289";"Psmc1"
"2934";"2.38";"0";"0";"Nrde2"
"2935";"37.975";"66.745";"1.75760368663594";"Rps6ka5"
"2936";"12.29";"17.39";"1.41497152156225";"Ccdc88c"
"2937";"0";"0";"NaN";"Dglucy"
"2938";"0.575";"0";"0";"Fbln5"
"2939";"0.22";"0";"0";"Tc2n"
"2940";"43.885";"30.87";"0.703429417796514";"Trip11"
"2941";"9.815";"53.53";"5.4538970962812";"Atxn3"
"2942";"20.775";"2.155";"0.103730445246691";"Lgmn"
"2943";"72.425";"138.09";"1.90666206420435";"Golga5"
"2944";"12.025";"6.475";"0.538461538461538";"Pitrm1"
"2945";"12.775";"4.885";"0.38238747553816";"Chga"
"2946";"3.07";"11.235";"3.65960912052117";"Pfkp"
"2947";"0.145";"0";"0";"Unc79"
"2948";"0";"0";"NaN";"Asb2"
"2949";"54.395";"18.935";"0.348101847596286";"Otub2"
"2950";"1.245";"0";"0";"Akr1c21"
"2951";"0";"0";"NaN";"Ifi27l2b"
"2952";"0.885";"0";"0";"Ppp4r4"
