"";"totalRNA";"translRNA";"TE";"symbol"
"9178";"0.16";"4.535";"28.34375";"Card10"
"9179";"0.115";"0";"0";"Mgll"
"9180";"0";"0";"NaN";"Tmprss7"
"9181";"4.45";"10.99";"2.46966292134831";"Kbtbd12"
"9182";"3.135";"0.69";"0.220095693779904";"Tmed7"
"9183";"15.49";"78.65";"5.07746933505487";"Mzt1"
"9184";"0";"0";"NaN";"BC016579"
"9185";"0.33";"0";"0";"Tie1"
"9186";"4.96";"0";"0";"Lpcat2"
"9187";"0.51";"0";"0";"Myh2"
"9188";"0";"0";"NaN";"Tpsg1"
"9189";"2.25";"9.575";"4.25555555555556";"Mamdc2"
"9190";"0";"0";"NaN";"S100b"
"9191";"4.065";"16.12";"3.96555965559656";"Ttc28"
"9192";"0.02";"0";"0";"Slc9c1"
"9193";"0";"0";"NaN";"AA467197"
"9194";"0";"0";"NaN";"Slitrk5"
"9195";"13.85";"44.315";"3.19963898916967";"Eefsec"
"9196";"0.065";"0";"0";"Gm9758"
"9197";"0.01";"0";"0";"Rac2"
"9198";"5.09";"18.255";"3.58644400785855";"Ttf2"
"9199";"0.015";"0";"0";"Wnt6"
"9200";"51.955";"11.405";"0.219516889616014";"Scaf11"
"9201";"0.335";"8.51";"25.4029850746269";"Trim45"
"9202";"54.76";"24.005";"0.43836742147553";"Arid2"
"9203";"0.055";"0";"0";"Hsf4"
"9204";"0.305";"0.56";"1.83606557377049";"Szt2"
"9205";"6.825";"0";"0";"Gm5134"
"9206";"5.76";"4.385";"0.761284722222222";"Shf"
"9207";"48.985";"202.505";"4.1340206185567";"Ttll4"
"9208";"0";"0";"NaN";"Duox1"
"9209";"32.69";"126.8";"3.87886203732028";"Slc35a4"
"9210";"34.765";"20.39";"0.586509420394074";"Stk36"
"9211";"3.805";"6.72";"1.76609724047306";"Ptprm"
"9212";"21.02";"69.095";"3.28710751665081";"Rpgrip1l"
"9213";"7.685";"13.01";"1.69290826284971";"Wdr3"
"9214";"5.125";"43.59";"8.50536585365854";"Kctd17"
"9215";"26.04";"114.825";"4.40956221198157";"Noc4l"
"9216";"3.81";"0.97";"0.254593175853018";"Ptprf"
"9217";"12.16";"1.025";"0.0842927631578947";"Lpp"
"9218";"6.42";"1.9";"0.29595015576324";"Mif"
"9219";"0.035";"0";"0";"Dpyd"
"9220";"1.425";"0";"0";"Fbxl8"
"9221";"0.165";"0";"0";"Galnt9"
"9222";"1.505";"0";"0";"Gstt2"
"9223";"10.02";"4.475";"0.446606786427146";"Fem1c"
"9224";"15.925";"24.365";"1.52998430141287";"Ctdp1"
"9225";"43.195";"109.2";"2.52807037851603";"Kdm4a"
"9226";"0.015";"0";"0";"Tnxb"
"9227";"19.505";"98.535";"5.05178159446296";"Dnm2"
"9228";"0.175";"0";"0";"Plppr5"
"9229";"0.155";"0";"0";"Magea4"
"9230";"0.01";"1.145";"114.5";"Chst2"
"9231";"154.36";"64.62";"0.418631769888572";"Map2k4"
"9232";"0.27";"0";"0";"Rtp4"
"9233";"0.53";"0";"0";"Pus7l"
"9234";"0.045";"0";"0";"Prrg3"
"9235";"89.96";"236.995";"2.63444864384171";"Usp37"
"9236";"3.355";"0";"0";"Ipo13"
"9237";"0.04";"0";"0";"Trim69"
"9238";"6.75";"63.755";"9.44518518518518";"Fntb"
"9239";"0";"0";"NaN";"Palmd"
"9240";"7.505";"70.48";"9.3910726182545";"Atp6v0b"
"9241";"36.065";"5.765";"0.15985027034521";"Trappc8"
"9242";"0.01";"0";"0";"Rtp1"
"9243";"0.17";"0";"0";"Frrs1"
"9244";"5.52";"3.275";"0.593297101449275";"Arhgap44"
"9245";"35.4";"45.705";"1.29110169491525";"Clasp2"
"9246";"1.545";"0.675";"0.436893203883495";"Spg11"
"9247";"7.65";"2.015";"0.263398692810458";"Agl"
"9248";"1.3";"0";"0";"Nudt15"
"9249";"0";"0";"NaN";"Syce1l"
"9250";"90.965";"71.945";"0.790908591216402";"Ctdspl2"
"9251";"0.085";"0";"0";"Gucd1"
"9252";"16.865";"1.77";"0.104951082122739";"Cacul1"
"9253";"10.725";"0";"0";"Snap91"
"9254";"2.435";"0";"0";"Antxr1"
"9255";"3.645";"14.17";"3.88751714677641";"Eri3"
"9256";"0.12";"0";"0";"Upb1"
"9257";"28.695";"2.71";"0.094441540338038";"Mcee"
"9258";"0.55";"0";"0";"Terf2ip"
"9259";"0.745";"11.875";"15.9395973154362";"Gtpbp6"
"9260";"0.01";"0";"0";"Armcx2"
"9261";"32.835";"5.9";"0.179686310339577";"Trmt13"
"9262";"67.765";"46.58";"0.687375488821663";"Specc1l"
"9263";"0.005";"0";"0";"Lpar6"
"9264";"0.055";"0";"0";"Tagap"
"9265";"0.06";"0";"0";"Adamts15"
"9266";"3.135";"4.24";"1.35247208931419";"Zbtb1"
"9267";"1.405";"3.375";"2.40213523131673";"Fan1"
"9268";"0.03";"0";"0";"Armcx1"
"9269";"0.79";"0";"0";"Crlf2"
"9270";"5.405";"0";"0";"Cysltr2"
"9271";"10.94";"5.74";"0.524680073126143";"Tomm6"
"9272";"7.835";"3.625";"0.462667517549458";"Fhip2a"
"9273";"1.105";"0";"0";"Catsper2"
"9274";"196.215";"63.665";"0.324465509772443";"Fndc3a"
"9275";"0.65";"0";"0";"Cryzl2"
"9276";"0.03";"0";"0";"Prss35"
"9277";"0";"0";"NaN";"Strc"
"9278";"86.425";"38.385";"0.444142319930576";"Larp4b"
"9279";"0";"0";"NaN";"Crygs"
"9280";"6.785";"0";"0";"Cdc14a"
"9281";"0.02";"0";"0";"Asprv1"
"9282";"0.455";"0";"0";"Otud7a"
"9283";"0";"0";"NaN";"Idi2"
"9284";"1.1";"0";"0";"Ppip5k1"
"9285";"13.575";"29.915";"2.2036832412523";"Ttc7b"
"9286";"0";"0";"NaN";"Acsm1"
"9287";"0";"0";"NaN";"Casp4"
"9288";"0.39";"0";"0";"Idua"
"9289";"0.945";"0";"0";"Arhgef5"
"9290";"116.53";"107.745";"0.924611687977345";"Gtf2a2"
"9291";"0.73";"0";"0";"Angptl1"
"9292";"1.62";"1.53";"0.944444444444444";"Znrf1"
"9293";"3.195";"0";"0";"Dph5"
"9294";"0.915";"0";"0";"Fam20b"
"9295";"114.5";"117.445";"1.02572052401747";"Rbfox2"
"9296";"1.99";"6.255";"3.14321608040201";"Adgrb3"
"9297";"2.29";"3.86";"1.68558951965065";"Apol6"
"9298";"14.335";"43.86";"3.05964422741542";"Myo6"
"9299";"0";"0";"NaN";"Tmem35a"
"9300";"14.895";"35.125";"2.35817388385364";"Fa2h"
"9301";"115.91";"107.27";"0.925459408161505";"Igf2bp2"
"9302";"0.055";"0";"0";"Ndn"
"9303";"18.265";"15.7";"0.859567478784561";"Reep4"
"9304";"0.07";"0";"0";"Myo5c"
"9305";"0.03";"0";"0";"Spata2l"
"9306";"0";"0";"NaN";"Lgi3"
"9307";"17.535";"18.205";"1.03820929569433";"Rfwd3"
"9308";"0.185";"0";"0";"Caskin1"
"9309";"0.085";"0";"0";"Pank1"
"9310";"0.435";"0";"0";"Cplx1"
"9311";"2.3";"0.725";"0.315217391304348";"Map3k13"
"9312";"18.925";"14.785";"0.781241743725231";"Pcgf3"
"9313";"11.615";"33.975";"2.92509685751184";"Pdpr"
"9314";"17.805";"2.725";"0.153046896939062";"Pik3c3"
"9315";"9.32";"0";"0";"Hacd3"
"9316";"31.285";"61.345";"1.96084385488253";"AW554918"
"9317";"0";"0";"NaN";"Clec18a"
"9318";"7.685";"1.525";"0.198438516590761";"Nat8f2"
"9319";"0.51";"0";"0";"Piwil2"
"9320";"27.935";"55.365";"1.98192231967066";"Vps8"
"9321";"3.285";"17.235";"5.24657534246575";"Ddx19b"
"9322";"0.585";"0";"0";"Zfp7"
"9323";"21.18";"6.53";"0.308309726156752";"Cep350"
"9324";"0.22";"1.72";"7.81818181818182";"Gabrb3"
"9325";"4.27";"0";"0";"Qsox1"
"9326";"0.165";"0";"0";"Ucp2"
"9327";"0.23";"0";"0";"Inhca"
"9328";"10.18";"34.07";"3.3467583497053";"Arhgap39"
"9329";"17.38";"5.525";"0.31789413118527";"Acbd6"
"9330";"0.715";"0";"0";"Fcsk"
"9331";"0.13";"0";"0";"Stard9"
"9332";"5.335";"1.58";"0.296157450796626";"Smyd5"
"9333";"0.055";"0";"0";"Lrrc24"
"9334";"1.83";"6.615";"3.61475409836066";"Ccar2"
"9335";"62.285";"58.78";"0.943726418880951";"Foxn3"
"9336";"0.535";"0";"0";"Akr1c14"
"9337";"0.075";"0";"0";"Adra2a"
"9338";"1.025";"20.485";"19.9853658536585";"Sfxn5"
"9339";"2.195";"0";"0";"Vav3"
"9340";"1.005";"0";"0";"BC034090"
"9341";"0.045";"0";"0";"Emx1"
"9342";"6.735";"16.63";"2.46919079435783";"Lrrc14"
"9343";"0.125";"5.02";"40.16";"Egr3"
"9344";"40.19";"58.77";"1.46230405573526";"Sf3b3"
"9345";"0.585";"0";"0";"Spr"
"9346";"0.065";"0";"0";"Fndc3c1"
"9347";"29.405";"0";"0";"Fkbpl"
"9348";"3.635";"12.71";"3.49656121045392";"St18"
"9349";"33.91";"8.135";"0.239899734591566";"Gadd45gip1"
"9350";"8.255";"0";"0";"Mnd1"
"9351";"5.325";"0";"0";"Rbm4b"
"9352";"1.01";"2.085";"2.06435643564356";"Recql4"
"9353";"8.095";"0";"0";"Mtss2"
"9354";"0";"0";"NaN";"Calm4"
"9355";"8.345";"0";"0";"Tmem131l"
"9356";"0.225";"0";"0";"Nrxn2"
"9357";"1.585";"13.34";"8.41640378548896";"Exoc6b"
"9358";"0";"0";"NaN";"Clcnka"
"9359";"80.545";"69.64";"0.864609845428022";"Rpap2"
"9360";"0";"0";"NaN";"Npbwr1"
"9361";"0.025";"0";"0";"Tlr13"
"9362";"0.305";"0";"0";"Asb13"
"9363";"0.855";"0";"0";"Dysf"
"9364";"17.585";"6.955";"0.395507534830822";"Tubgcp5"
"9365";"20.445";"10.87";"0.531670335045243";"Atp7a"
"9366";"18.705";"28.595";"1.52873563218391";"Atp6v1h"
"9367";"0.03";"0";"0";"Lpcat2b"
"9368";"77.535";"59.875";"0.772231895273103";"Tasor2"
"9369";"0.865";"0";"0";"Ephx4"
"9370";"15.375";"23.515";"1.52943089430894";"Tmem87a"
"9371";"1.96";"0";"0";"Alg3"
"9372";"193.575";"223.525";"1.15472039261268";"Tcea1"
"9373";"0.08";"0";"0";"Ppp1r16a"
"9374";"0";"0";"NaN";"Tpsb2"
"9375";"92.88";"119.08";"1.28208440999139";"Dnah8"
"9376";"0";"0";"NaN";"Fgb"
"9377";"7.615";"0";"0";"Tpbpa"
"9378";"0.025";"0";"0";"Foxh1"
"9379";"15.63";"0";"0";"Mrpl15"
"9380";"497.855";"711.555";"1.42924144580249";"Pla2g4c"
"9381";"0";"0";"NaN";"B3galt2"
"9382";"0";"0";"NaN";"Or9g4b"
"9383";"0.095";"0";"0";"Gm28042"
"9384";"0";"0";"NaN";"Kcnk10"
"9385";"0.125";"0";"0";"Ston1"
"9386";"0.2";"0";"0";"Engase"
"9387";"0.035";"0";"0";"Fgg"
"9388";"1.64";"0";"0";"Cdk10"
"9389";"0.095";"0";"0";"Klf9"
"9390";"6.065";"8.62";"1.42126957955482";"Ppargc1b"
"9391";"0.145";"0";"0";"Lgals3bp"
"9392";"0.22";"0";"0";"Rbm46"
"9393";"0.195";"0";"0";"Zfp267"
"9394";"12.9";"39.905";"3.09341085271318";"Pxk"
"9395";"0.045";"0";"0";"Cfhr2"
"9396";"12.1";"14.595";"1.20619834710744";"Map9"
"9397";"12";"88.535";"7.37791666666667";"Mapkbp1"
"9398";"55.515";"22.6";"0.407097180942088";"Ccp110"
"9399";"0.1";"0";"0";"Zdhhc15"
"9400";"4.99";"0";"0";"Usp36"
"9401";"0.425";"0";"0";"Gucy1a1"
"9402";"9.4";"0";"0";"Chmp2a"
"9403";"9.41";"17.83";"1.89479277364506";"Gde1"
"9404";"190.49";"199.805";"1.04890020473516";"Parl"
"9405";"3.955";"1.235";"0.312262958280657";"Rbm34"
"9406";"0.535";"2.575";"4.81308411214953";"Vhl"
"9407";"4.39";"0";"0";"Ndufb7"
"9408";"15.935";"67.06";"4.20834640727957";"Brk1"
"9409";"18.98";"25.22";"1.32876712328767";"Mga"
"9410";"5.53";"2.615";"0.472875226039783";"Zswim5"
"9411";"13.765";"16.715";"1.21431166000726";"Trim36"
"9412";"574.055";"470.86";"0.82023499490467";"Aspm"
"9413";"165.61";"60.09";"0.362840408187911";"Ppp3r1"
"9414";"21.975";"99.12";"4.51058020477816";"Tnks1bp1"
"9415";"0.67";"1.67";"2.49253731343284";"Jcad"
"9416";"0.115";"0";"0";"Zfp446"
"9417";"0.05";"0";"0";"Fancd2os"
"9418";"34.97";"28.425";"0.812839576780097";"Zbtb41"
"9419";"0";"0";"NaN";"Slc16a2"
"9420";"0.975";"0";"0";"Cdkl4"
"9421";"0.055";"0.3";"5.45454545454545";"Rnf225"
"9422";"36.56";"0";"0";"Rfc3"
"9423";"29.04";"18.315";"0.630681818181818";"Zfp944"
"9424";"0.035";"0";"0";"Gria2"
"9425";"2.24";"0";"0";"Coil"
"9426";"6.275";"22.98";"3.66215139442231";"Tesk2"
"9427";"2.195";"0.73";"0.332574031890661";"Dnah17"
"9428";"66.35";"41.61";"0.627128862094951";"Skic3"
"9429";"2.84";"0";"0";"Kcnk1"
"9430";"0.035";"0";"0";"Neu4"
"9431";"1.235";"0";"0";"Slc66a2"
"9432";"24.76";"12.12";"0.489499192245557";"Scaper"
"9433";"0.04";"0";"0";"Rxfp1"
"9434";"10.585";"24.275";"2.29333963155409";"Pds5b"
"9435";"2.79";"0";"0";"Cpsf1"
"9436";"7.055";"38.305";"5.42948263642807";"Fancd2"
"9437";"68.895";"58.395";"0.847594165033747";"Cct2"
"9438";"3.085";"0";"0";"Cd226"
"9439";"0.06";"0";"0";"Ccdc182"
"9440";"1.92";"0.43";"0.223958333333333";"Rpap1"
"9441";"0.175";"0";"0";"Ccdc17"
"9442";"0.04";"0";"0";"Fgd5"
"9443";"0";"0";"NaN";"Prss29"
"9444";"4.105";"4.97";"1.21071863580999";"Galnt17"
"9445";"0";"0";"NaN";"Lyl1"
"9446";"39.345";"15.245";"0.387469818274241";"Gpbp1l1"
"9447";"0.305";"0";"0";"Phka1"
"9448";"0.22";"0";"0";"Myrfl"
"9449";"0";"0";"NaN";"Ypel4"
"9450";"0.02";"0";"0";"4930590J08Rik"
"9451";"0.685";"0";"0";"Poglut1"
"9452";"14.805";"9.495";"0.641337386018237";"Farp2"
"9453";"0.825";"0";"0";"Zfp551"
"9454";"37.92";"31.34";"0.826476793248945";"Zdhhc5"
"9455";"99.605";"2.875";"0.0288640128507605";"Ccdc174"
"9456";"164.615";"284.32";"1.7271816055645";"Nlrp4b"
"9457";"137.71";"44.13";"0.32045603078934";"Hdlbp"
"9458";"2.04";"0";"0";"Fstl5"
"9459";"44.075";"187.16";"4.24639818491208";"Ctnnd1"
"9460";"2.665";"3.39";"1.27204502814259";"Meak7"
"9461";"0.12";"0";"0";"Ano7"
"9462";"0.855";"0";"0";"Ccs"
"9463";"0.035";"0";"0";"Golim4"
"9464";"0.41";"0";"0";"Kctd7"
"9465";"0.265";"0";"0";"Tmed8"
"9466";"3.775";"0";"0";"Atp2c2"
"9467";"0.18";"0";"0";"Scn11a"
"9468";"0.345";"4.175";"12.1014492753623";"Vav1"
"9469";"0.01";"0";"0";"Ptgdr2"
"9470";"0.635";"0";"0";"Tpst1"
"9471";"59.44";"20.7";"0.348250336473755";"Srsf2"
"9472";"2.265";"8.495";"3.75055187637969";"Mks1"
"9473";"0.84";"0";"0";"Pomt2"
"9474";"0.85";"8.375";"9.85294117647059";"Tspan8"
"9475";"1.025";"21.37";"20.8487804878049";"Sik3"
"9476";"0";"0";"NaN";"Serpini2"
"9477";"0";"0";"NaN";"Tmem63c"
"9478";"0.085";"0";"0";"Zbbx"
"9479";"9.2";"4.345";"0.472282608695652";"Exoc3"
"9480";"27.225";"16.595";"0.609550045913682";"Ino80"
"9481";"0.105";"0";"0";"Tspoap1"
"9482";"6.065";"1.22";"0.201154163231657";"Cipc"
"9483";"7.215";"8.87";"1.22938322938323";"Lrrc58"
"9484";"0.015";"0";"0";"Mab21l4"
"9485";"17.81";"74.685";"4.19343065693431";"Ogt"
"9486";"0.415";"0";"0";"Scx"
"9487";"20.36";"34.2";"1.67976424361493";"Zfc3h1"
"9488";"0.03";"0";"0";"Emid1"
"9489";"5.12";"40.095";"7.8310546875";"Ccnd3"
"9490";"0.06";"0";"0";"Irf2bpl"
"9491";"1.495";"12.12";"8.10702341137124";"Faah"
"9492";"6.61";"4.625";"0.699697428139183";"Zbed5"
"9493";"0.38";"0";"0";"Rhbdd3"
"9494";"2.82";"0";"0";"Rnf43"
"9495";"0";"0";"NaN";"Tmem275"
"9496";"188.165";"129.46";"0.688013179921877";"Nsf"
"9497";"6.73";"10.63";"1.57949479940565";"Hsdl1"
"9498";"12.545";"5.665";"0.451574332403348";"Chmp7"
"9499";"107.48";"0";"0";"Lsm3"
"9500";"0.15";"0";"0";"R3hcc1"
"9501";"2.74";"0";"0";"Gas2l1"
"9502";"0.065";"0";"0";"Chchd4"
"9503";"0.025";"0";"0";"Loxl2"
"9504";"2.395";"0.87";"0.363256784968685";"Polq"
"9505";"0";"0";"NaN";"Rasl10a"
"9506";"78.535";"22.555";"0.287196791239575";"Efcab14"
"9507";"20.77";"6.845";"0.32956186807896";"Mrps17"
"9508";"0.405";"0";"0";"Ankmy1"
"9509";"0.075";"0";"0";"Vps18"
"9510";"4.895";"8.465";"1.72931562819203";"Atm"
"9511";"41.105";"33.26";"0.809147305680574";"Septin14"
"9512";"1.125";"0.78";"0.693333333333333";"Gpc1"
"9513";"3.355";"7.52";"2.24143070044709";"Slc38a8"
"9514";"0";"0";"NaN";"Rhov"
"9515";"0";"6.34";"Inf";"Foxj1"
"9516";"15.09";"9.27";"0.614314115308151";"Usp54"
"9517";"0.04";"0";"0";"Lrrc37"
"9518";"34.71";"43.705";"1.25914721982138";"Golgb1"
"9519";"0.25";"0";"0";"Hdac11"
"9520";"9.145";"3.44";"0.376161837069437";"Plekhm1"
"9521";"0.04";"0";"0";"Slc25a37"
"9522";"106.755";"65.59";"0.614397452109972";"Senp6"
"9523";"15.19";"106.425";"7.00625411454905";"Agpat1"
"9524";"0.05";"0";"0";"Arhgap27"
"9525";"0.01";"0";"0";"Flvcr2"
"9526";"2.245";"8.19";"3.64810690423163";"Exosc4"
"9527";"8.085";"14.91";"1.84415584415584";"Ints14"
"9528";"1.24";"0";"0";"Zdhhc14"
"9529";"0";"0";"NaN";"Batf"
"9530";"12.465";"7.69";"0.61692739671079";"Setd5"
"9531";"0.105";"33.61";"320.095238095238";"Jdp2"
"9532";"3.955";"0";"0";"Thoc5"
"9533";"0.425";"0";"0";"Igsf9b"
"9534";"21.975";"27.8";"1.2650739476678";"Dnajc17"
"9535";"0.09";"0";"0";"Evpl"
"9536";"13.88";"11.37";"0.819164265129683";"Nipsnap1"
"9537";"0.265";"0";"0";"Nek9"
"9538";"0.815";"1.745";"2.14110429447853";"Traf3ip1"
"9539";"70.15";"238.12";"3.39444048467569";"Fhod3"
"9540";"42.475";"12.72";"0.299470276633314";"Med13"
"9541";"44.6";"29.665";"0.665134529147982";"Fam53c"
"9542";"25.585";"19.865";"0.776431502833692";"Ccdc15"
"9543";"0.225";"0";"0";"Sdr42e1"
"9544";"7.565";"10.375";"1.37144745538665";"Tmem132d"
"9545";"67.98";"73.535";"1.08171521035599";"Kif4"
"9546";"47.33";"183.52";"3.87745615888443";"Iqsec1"
"9547";"34.59";"46.37";"1.34056085573865";"Trim59"
"9548";"9.165";"8.46";"0.923076923076923";"Slc26a2"
"9549";"26.145";"3.94";"0.150698030216103";"Exosc1"
"9550";"6.96";"13.175";"1.89295977011494";"Tmem132c"
"9551";"5.545";"0.635";"0.114517583408476";"Kctd9"
"9552";"39.37";"35.82";"0.909829819659639";"Brip1"
"9553";"5.435";"12.245";"2.25298988040478";"Plcg2"
"9554";"28.67";"8.83";"0.307987443320544";"Zbed4"
"9555";"0.615";"0";"0";"Fam151b"
"9556";"6.81";"2.27";"0.333333333333333";"Ina"
"9557";"15.815";"39.295";"2.4846664558963";"Wbp2"
"9558";"11.635";"28.13";"2.4177051998281";"Cbl"
"9559";"4.795";"4.505";"0.939520333680918";"Ube2f"
"9560";"9.46";"0";"0";"Gtf2h5"
"9561";"135.02";"117.51";"0.870315508813509";"Smc4"
"9562";"0.145";"0";"0";"Ramp1"
"9563";"9.9";"20.02";"2.02222222222222";"Mtmr3"
"9564";"0.06";"0";"0";"Skint2"
"9565";"0.1";"0";"0";"Cpne2"
"9566";"0";"0";"NaN";"Csta1"
"9567";"1.39";"0";"0";"Tkfc"
"9568";"61.905";"28.085";"0.453679024311445";"Tulp4"
"9569";"0.445";"0";"0";"Wdr5b"
"9570";"0.27";"0";"0";"AI661453"
"9571";"0.015";"0.85";"56.6666666666667";"Barhl2"
"9572";"0.045";"0";"0";"Ssu2"
"9573";"0.47";"0";"0";"Cmip"
"9574";"6.325";"15.355";"2.42766798418972";"Fbxo15"
"9575";"0.015";"0";"0";"Lif"
"9576";"7.9";"20.825";"2.63607594936709";"Spata6"
"9577";"0.67";"0";"0";"Kcnh5"
"9578";"30.2";"14.535";"0.481291390728477";"Pja1"
"9579";"6.115";"1.54";"0.251839738348324";"Tbc1d10a"
"9580";"0.035";"0";"0";"Neurl1b"
"9581";"0.125";"0";"0";"Pkd1l2"
"9582";"0.5";"0";"0";"Parp14"
"9583";"1.505";"2.065";"1.37209302325581";"Gcsh"
"9584";"1.085";"5.545";"5.11059907834101";"Myo15b"
"9585";"0.83";"0";"0";"Zfp707"
"9586";"3.735";"5.92";"1.58500669344043";"Zxdc"
"9587";"108.315";"387.275";"3.57545123020819";"Cops8"
"9588";"2.32";"0";"0";"Tmem30b"
"9589";"0.76";"0";"0";"Gbp8"
"9590";"17.18";"5.23";"0.30442374854482";"Trmt5"
"9591";"4.69";"40.74";"8.6865671641791";"Cyb561a3"
"9592";"0.905";"6.86";"7.58011049723757";"Dhrs11"
"9593";"3.285";"0.435";"0.132420091324201";"Gulo"
"9594";"0.015";"0";"0";"Slc24a1"
"9595";"3.94";"0.39";"0.0989847715736041";"Polr3b"
"9596";"0";"0";"NaN";"Uroc1"
"9597";"0";"0";"NaN";"Eda2r"
"9598";"0.155";"0";"0";"Ifit1"
"9599";"0.075";"0";"0";"Six4"
"9600";"0.395";"2.42";"6.12658227848101";"Pkd2"
"9601";"0";"0";"NaN";"Scara3"
"9602";"0.375";"0";"0";"Dynlrb2"
"9603";"12.625";"15.025";"1.19009900990099";"Caskin2"
"9604";"0.62";"0";"0";"Rasd2"
"9605";"65.265";"99.265";"1.52095303761587";"Sec22a"
"9606";"0.405";"0";"0";"Diaph2"
"9607";"0";"0";"NaN";"Ly6g5c"
"9608";"49.35";"51.935";"1.05238095238095";"Snx2"
"9609";"0.435";"0";"0";"Uaca"
"9610";"95.785";"33.26";"0.347235997285588";"Gbx2"
"9611";"0.04";"0";"0";"Poglut3"
"9612";"0.125";"0";"0";"Edil3"
"9613";"1.97";"0";"0";NA
"9614";"4.94";"0";"0";"Pcnx4"
"9615";"9.2";"25.485";"2.77010869565217";"Mad2l1bp"
"9616";"156.355";"153.245";"0.980109366505708";"Hmgxb4"
"9617";"1.51";"1.555";"1.02980132450331";"Gjc1"
"9618";"0.445";"0";"0";"Zfp395"
"9619";"169.135";"170.98";"1.01090844591598";"Ice1"
"9620";"11.56";"30";"2.59515570934256";"Hsd17b13"
"9621";"2.69";"0";"0";"Fbxo16"
"9622";"9.005";"14.595";"1.62076624097723";"Scn10a"
"9623";"1.9";"0";"0";"Zfp418"
"9624";"13.84";"13.505";"0.975794797687861";"Morc2a"
"9625";"29.03";"15.03";"0.517740268687565";"Rsrc1"
"9626";"0.295";"0";"0";"Hdx"
"9627";"0.33";"0";"0";"Zswim2"
"9628";"1.97";"0";"0";NA
"9629";"23.7";"10.835";"0.457172995780591";"Zfyve9"
"9630";"14.14";"10.05";"0.710749646393211";"Washc4"
"9631";"19.61";"6.49";"0.330953595104539";"Ccpg1"
"9632";"77.815";"0";"0";"Atp5pd"
"9633";"0.035";"2.445";"69.8571428571428";"Inpp5j"
"9634";"8.965";"12.95";"1.44450641383157";"Ptpn13"
"9635";"103.94";"109.685";"1.05527227246488";"Daam1"
"9636";"165.075";"184.02";"1.11476601544752";"Tent4a"
"9637";"0.065";"0";"0";"Pla2g3"
"9638";"0.04";"0";"0";"Or6z6"
"9639";"0.225";"0";"0";"Exph5"
"9640";"2.695";"19.98";"7.41372912801484";"Hid1"
"9641";"6.815";"0.62";"0.090975788701394";"Slc41a2"
"9642";"36.98";"32.18";"0.870200108166577";"Myo5a"
"9643";"0.04";"0";"0";"Ppp1r18"
"9644";"132.03";"90.05";"0.68204196016057";"2700049A03Rik"
"9645";"55.545";"120.98";"2.17805383022774";"Mon2"
"9646";"0";"0";"NaN";"Pof1b"
"9647";"0.77";"0";"0";"Tut4"
"9648";"6.705";"3.255";"0.485458612975392";"Chst11"
"9649";"40.235";"51.835";"1.28830620106872";"Ppm1h"
"9650";"2.045";"0";"0";"Pik3ip1"
"9651";"2.86";"13.325";"4.65909090909091";"Ssh3"
"9652";"3.975";"12.285";"3.09056603773585";"Mtrr"
"9653";"20.96";"50.62";"2.41507633587786";"Rxylt1"
"9654";"28";"60.97";"2.1775";"Gpatch8"
"9655";"0";"0";"NaN";"Prss55"
"9656";"0";"0";"NaN";"Ly6d"
"9657";"1.525";"0.97";"0.636065573770492";"Zyg11b"
"9658";"4.65";"0";"0";"Setmar"
"9659";"490.64";"530.65";"1.08154655144301";"Tiparp"
"9660";"0.01";"0";"0";"Cd300ld"
"9661";"0.335";"7.725";"23.0597014925373";"Zyg11a"
"9662";"43.735";"46.6";"1.06550817423116";"Ankrd12"
"9663";"0.06";"0";"0";"Lrrn1"
"9664";"0.02";"0";"0";"Cd300a"
"9665";"12.09";"13.95";"1.15384615384615";"Ythdc2"
"9666";"0.1";"0";"0";"Cacna1a"
"9667";"13.27";"115.485";"8.7027128862095";"Tmem109"
"9668";"0";"0";"NaN";"Galp"
"9669";"86.75";"53.845";"0.620691642651297";"Bmp2k"
"9670";"0";"0";"NaN";"Itga2b"
"9671";"0.165";"15.45";"93.6363636363636";"Xpot"
"9672";"9.2";"18.065";"1.96358695652174";"Pbx2"
"9673";"0.2";"0";"0";"Tdg"
"9674";"0.345";"0";"0";"Dbn1"
"9675";"0.13";"0";"0";"Gpr142"
"9676";"61.255";"192.86";"3.14847767529181";"Rnps1"
"9677";"0";"0";"NaN";"Ppp1r1c"
"9678";"0.32";"0";"0";"Sema3f"
"9679";"0.38";"0";"0";"Fam171a2"
"9680";"9.435";"8.25";"0.874403815580286";"Prr7"
"9681";"1.08";"1.205";"1.11574074074074";"Fras1"
"9682";"0";"0";"NaN";"Ccdc202"
"9683";"16.77";"32.55";"1.94096601073345";"Nlrp4c"
"9684";"0.01";"0";"0";"Neurod1"
"9685";"0.02";"0";"0";"Dnai2"
"9686";"6.48";"3.24";"0.5";"Gns"
"9687";"3.23";"0";"0";"Grn"
"9688";"22.765";"29.81";"1.3094662859653";"Ppp1r21"
"9689";"0.19";"0";"0";"Ttyh2"
"9690";"0.53";"0";"0";"Tmx4"
"9691";"403.515";"215.34";"0.533660458719007";"Cnot6l"
"9692";"5.21";"0";"0";"Mrps10"
"9693";"0.56";"0";"0";"Adgrb1"
"9694";"5.005";"3.45";"0.689310689310689";"Dgkh"
"9695";"0";"0";"NaN";"Pabpc5"
"9696";"13.68";"0";"0";"Nostrin"
