"","x"
"11069","Zfp628"
"11070","Pira11"
"11071","Pira6"
"11072","Lce3e"
"11073","Defa28"
"11074","Smcp"
"11075","Defa5"
"11076","Defa3"
"11077","Defa40"
"11078","Defa31"
"11079","Defa22"
"11080","Defa30"
"11081","Sprr2a3"
"11082","Defa23"
"11083","Defa21"
"11084","Defb33"
"11085","Spc24"
"11086","Fat3"
"11087","Arfip1"
"11088","Gcnt7"
"11089","Kcng1"
"11090","Ripor3"
"11091","Arfgef2"
"11092","Spint5"
"11093","Wfdc9"
"11094","Wfdc6a"
"11095","Spint3"
"11096","Tox2"
"11097","Fundc2b"
"11098","Tldc2"
"11099","Rdh16f2"
"11100","Cpne1"
"11101","Mcidas"
"11102","Gm1527"
"11103","Eif2s2"
"11104","Bpifb4"
"11105","Tspyl3"
"11106","Foxs1"
"11107","Sirpb1c"
"11108","Defb25"
"11109","Defb28"
"11110","Defb26"
"11111","Defb23"
"11112","Zcchc3"
"11113","Csnk2a1"
"11114","Rad21l"
"11115","Zfp345"
"11116","Zfp950"
"11117","Pdzd8"
"11118","Atxn7l3b"
"11119","Sel1l2"
"11120","Ube2n"
"11121","Plxnc1"
"11122","Gas2l3"
"11123","Hps6"
"11124","Spdye4c"
"11125","2010315B03Rik"
"11126","Gm10775"
"11127","Spata31d1c"
"11128","Platr25"
"11129","Zfp934"
"11130","Zfp808"
"11131","Serf2"
"11132","Eif4e1b"
"11133","Ifit3"
"11134","Sptbn5"
"11135","Ranbp6"
"11136","Gm815"
"11137","Chst14"
"11138","Pak6"
"11139","Ptar1"
"11140","Krtap14"
"11141","Chrm5"
"11142","Or4f61"
"11143","Or4f60"
"11144","Or4f59"
"11145","Or4f57"
"11146","Or4f56"
"11147","Or4f52"
"11148","Fibin"
"11149","Gabrr3"
"11150","Qser1"
"11151","Or5ac19"
"11152","Or5ac17"
"11153","Pin1rt1"
"11154","Nrbf2"
"11155","Ftdc1"
"11156","Accsl"
"11157","Duxf4"
"11158","Duxf3"
"11159","Yae1d1"
"11160","Or4b1c"
"11161","Or4b13"
"11162","Or4b1"
"11163","Or4b1d"
"11164","Or4c3d"
"11165","Or4c3"
"11166","Or4a47"
"11167","Or4a81"
"11168","Or4a80"
"11169","Or4a77"
"11170","Or4a76"
"11171","Or4a71"
"11172","Or4a70"
"11173","Or4a69"
"11174","Or4a2"
"11175","Or4a15"
"11176","Or4c125"
"11177","Or4c124"
"11178","Or4c1"
"11179","Or4c123"
"11180","Or4c15b"
"11181","Or4c121"
"11182","Or4c118"
"11183","Or4c117"
"11184","Or4c116"
"11185","Or4c114"
"11186","Or4c111"
"11187","Or4c109"
"11188","Or4c108"
"11189","Or4c15"
"11190","Or4c29"
"11191","Or4p8"
"11192","Or4a67"
"11193","Or4p23"
"11194","Or4c103"
"11195","Or4p20"
"11196","Or4p18"
"11197","Or5d43"
"11198","Or5d41"
"11199","Or5d14"
"11200","Or5d18"
"11201","Or9m1b"
"11202","Or5d47"
"11203","Or5l14"
"11204","Or5l13"
"11205","Or5d16"
"11206","Or9m1"
"11207","Or5w17"
"11208","Or5w15"
"11209","Or5w14"
"11210","Or5w13"
"11211","Or5w12"
"11212","Or5w1b"
"11213","Or5w10"
"11214","Or5as1"
"11215","Or5aq1"
"11216","Or5aq6"
"11217","Or5aq1b"
"11218","Or5j1"
"11219","Or8i2"
"11220","Or5t16"
"11221","Or8h9"
"11222","Or8h8"
"11223","Or8h7"
"11224","Or5t15"
"11225","Or8k40"
"11226","Or8k3b"
"11227","Or5t7"
"11228","Or8k38"
"11229","Or8k32"
"11230","Or8k28"
"11231","Or8k25"
"11232","Or8k24"
"11233","Or8j3b"
"11234","Or8k23"
"11235","Or8k53"
"11236","Or8k22"
"11237","Or8k21"
"11238","Or8k20"
"11239","Or8k18"
"11240","Or8k17"
"11241","Or8k3"
"11242","Or8k1"
"11243","Or8u8"
"11244","Or8u9"
"11245","Or5al1"
"11246","Or5al6"
"11247","Or5al5"
"11248","Or8u10"
"11249","Or5m12"
"11250","Or5ar1"
"11251","Or9g20"
"11252","Or9g3"
"11253","Or9g4"
"11254","Or5g26"
"11255","Or5g25"
"11256","Or5g23"
"11257","Or5ak23"
"11258","Or5ak22"
"11259","Or5ak20"
"11260","Or5ak4"
"11261","Znhit2"
"11262","Mix23"
"11263","Amd1"
"11264","Cerkl"
"11265","Cenpw"
"11266","Pjvk"
"11267","Bex6"
"11268","Ift70a2"
"11269","Sp5"
"11270","Zbtb2"
"11271","Rprm"
"11272","Or1b1"
"11273","Or12k5"
"11274","Or1l8"
"11275","Or1n1b"
"11276","Or1n1"
"11277","Or1j13"
"11278","Hoxc4"
"11279","Prcd"
"11280","Dolk"
"11281","Erln"
"11282","Dnlz"
"11283","Alg10b"
"11284","Slitrk1"
"11285","Commd6"
"11286","Kbtbd6"
"11287","Fam187a"
"11288","Cyp3a41a"
"11289","Cyp3a41b"
"11290","Krtap1-4"
"11291","Defb30"
"11292","Defb43"
"11293","Defb47"
"11294","Gal3st4"
"11295","Zfp652"
"11296","Smok3c"
"11297","Smok3a"
"11298","Zc3h3"
"11299","Slurp2"
"11300","Tmem92"
"11301","Selenot"
"11302","Selenoi"
"11303","Txnrd2"
"11304","Msrb1"
"11305","Gpx4"
"11306","Hus1b"
"11307","Ywhaq"
"11308","Cep295nl"
"11309","Wfdc3"
"11310","Acsf2"
"11311","Oxct2a"
"11312","Selenoh"
"11313","Oxct2b"
"11314","Ass1"
"11315","Rab11b"
"11316","Or7g16"
"11317","Or5p59"
"11318","Fam170b"
"11319","Actl10"
"11320","Krtap4-24"
"11321","Krtap1-3"
"11322","Capns2"
"11323","Cdk2ap1rt"
"11324","Rnf148"
"11325","Chml"
"11326","Rpl35rt"
"11327","Nrarp"
"11328","Fthl17d"
"11329","Btbd35f3"
"11330","Klhdc7a"
"11331","Krtap17-1"
"11332","Krtap16-1"
"11333","Krtap29-1"
"11334","Krtap9-5"
"11335","Krtap31-3"
"11336","Krtap4-27"
"11337","Krtap4-26"
"11338","Krtap4-20"
"11339","Krtap4-21"
"11340","Krtap4-23"
"11341","Krtap4-9"
"11342","Tas2r122"
"11343","Foxd1"
"11344","Fam47c"
"11345","F8a"
"11346","Tex13c1"
"11347","Btbd35f14"
"11348","H2al1n"
"11349","Sf3b5"
"11350","Ifna2"
"11351","Ifna16"
"11352","Or5t18"
"11353","Sarnp"
"11354","Ctdsp2"
"11355","Ppil6"
"11356","Ankrd65"
"11357","Gm13090"
"11358","Zfp984"
"11359","Zfp982"
"11360","Zfp978"
"11361","Zfp268"
"11362","Zfp990"
"11363","Aadacl4fm5"
"11364","Aadacl4fm4"
"11365","Aadacl4fm2"
"11366","Aadacl3"
"11367","Pramel11"
"11368","Pramel22"
"11369","Ddi2"
"11370","Emc1"
"11371","Gm13030"
"11372","Cela3a"
"11373","Aunip"
"11374","Nkain1"
"11375","Tcstv5a"
"11376","Fam229a"
"11377","Bnip3"
"11378","Gm12887"
"11379","Gm12886"
"11380","Tmco2"
"11381","Ube2d3"
"11382","AU022252"
"11383","Ccdc24"
"11384","Hs3st4"
"11385","P3r3urf"
"11386","Cyp4a12b"
"11387","Skint8"
"11388","E030025P04Rik"
"11389","Gm5901"
"11390","Fyb2"
"11391","Trim30c"
"11392","Smarcd2"
"11393","Hbb-bh2"
"11394","Ccdc47"
"11395","Or51ab3"
"11396","Gm12790"
"11397","Gm12695"
"11398","Psme3"
"11399","Vps25"
"11400","Crnn"
"11401","Sprr2a1"
"11402","Krtap4-22"
"11403","Chd2"
"11404","Mup20"
"11405","Mup19"
"11406","Mup18"
"11407","Mup16"
"11408","Casc3"
"11409","Tm2d3"
"11410","Mup1"
"11411","Mup9"
"11412","Mup8"
"11413","Mup2"
"11414","Mup6"
"11415","Mrgpra3"
"11416","Tmem8b"
"11417","Spata31f1a"
"11418","Il11ra2"
"11419","Spata31f1b"
"11420","Gm20878"
"11421","Scgb1b30"
"11422","Scgb1b24"
"11423","Scgb2b3"
"11424","Scgb1b29"
"11425","Scgb1b7"
"11426","Haus5"
"11427","Slfn1"
"11428","U2af1l4"
"11429","Zfp566"
"11430","Rad54b"
"11431","Fcgbpl1"
"11432","Gm5150"
"11433","Rbis"
"11434","Cyp2t4"
"11435","Dact3"
"11436","Zfp541"
"11437","Bsph2"
"11438","Vmn1r58"
"11439","Eif5a"
"11440","Leng1"
"11441","H2ac25"
"11442","Zfp1010"
"11443","Gm6710"
"11444","Zfp1009"
"11445","Gm14391"
"11446","Fam186b"
"11447","Mon1b"
"11448","Dpm1"
"11449","Tgtp2"
"11450","Tgtp1"
"11451","Timd5"
"11452","Cdc20b"
"11453","Cpt1b"
"11454","Syce3"
"11455","Wfdc11"
"11456","Taf9"
"11457","Hsbp1l1"
"11458","Ces1b"
"11459","Dnaaf10"
"11460","Sec61g"
"11461","Samd1"
"11462","Gm14151"
"11463","Tcl1b4"
"11464","Serpina3j"
"11465","Serpina3i"
"11466","Serpina1c"
"11467","Ly6c1"
"11468","Insl3"
"11469","Slc45a4"
"11470","Eif1ad2"
"11471","Mef2b"
"11472","Eif1ad8"
"11473","Alkbh1"
"11474","Fastkd5"
"11475","Adam34"
"11476","Jrkl"
"11477","Ccdc82"
"11478","Gm3404"
"11479","4930449I24Rik"
"11480","Prps1l3"
"11481","Srp54c"
"11482","Pms2"
"11483","Kdelr2"
"11484","Fam90a1a"
"11485","Defa43"
"11486","Defa41"
"11487","AY761185"
"11488","Smok3b"
"11489","Fam228a"
"11490","Mptx2"
"11491","Mphosph8"
"11492","Psme2"
"11493","Zfp664"
"11494","Ccdc13"
"11495","Xirp1"
"11496","Trim71"
"11497","1700049E17Rik1"
"11498","Hoxd3"
"11499","Klrb1b"
"11500","Rab9"
"11501","Trappc2"
"11502","4932414N04Rik"
"11503","Lipo1"
"11504","Magea8"
"11505","Ackr4"
"11506","Gm3558"
"11507","Gm3476"
"11508",NA
"11509","Gm8279"
"11510","Gm8271"
"11511","Gm3173"
"11512","Gm2974"
"11513","Gm5795"
"11514","4930402F06Rik"
"11515","Pramel57"
"11516","Pramel47"
"11517","Arpc4"
"11518","Mthfsl"
"11519","Tceal7"
"11520","Rpl36a"
"11521","B3gnt7"
"11522","Cldn34c1"
"11523","Tmprss11g"
"11524","Tex16"
"11525","Gm15737"
"11526","Pigb"
"11527","Fam236e"
"11528","Rab7"
"11529","Znrd2"
"11530","Fam236f"
"11531","Phyhd1"
"11532","Med12"
"11533","Nat8f5"
"11534","Nat8f6"
"11535","Prrt1b"
"11536","Apoo"
"11537","Ppp4r3c2"
"11538","Reg3a"
"11539","Gm14743"
"11540","Gm5938"
"11541","Gm14744"
"11542","Tmsb10"
"11543","Pwwp4d"
"11544","Ctag2l2"
"11545","Pwwp4c"
"11546","Ctag2l1"
"11547","Obp2b"
"11548","H2-DMb1"
"11549","Kifc1"
"11550","Haus3"
"11551","Marchf2"
"11552","Hoxa3"
"11553","Maea"
"11554","Pglyrp2"
"11555","Spin2d"
"11556","Gm6760"
"11557","Tmem182"
"11558","4933416I08Rik"
"11559","Cstdc6"
"11560","Cstdc4"
"11561","Clec2l"
"11562","Gata3un"
"11563","Zbtb9"
"11564","Seh1l"
"11565",NA
"11566","Rhox2h"
"11567","Rhox4g"
"11568","Rhox2g"
"11569","Rhox4f"
"11570","Rhox4d"
"11571","Rhox4c"
"11572","Rhox3c"
"11573","Rhox2b"
"11574","Rhox4a"
"11575","Rpl39"
"11576",NA
"11577","Gm5168"
"11578","Eloc"
"11579","Tmem243"
"11580","Pttg1ip2"
"11581","Vwde"
"11582","Gm14862"
"11583","Vmn2r93"
"11584","Ssxb14"
"11585","Fpr3"
"11586","Ssxb3"
"11587","Ssxb6"
"11588","Ssxb8"
"11589","Ssxb15"
"11590","Ssxb1"
"11591","Ttll2"
"11592",NA
"11593","Spag11a"
"11594","Xlr4a"
"11595","Klra4"
"11596","Klra1"
"11597","Cox5b-ps"
"11598","Brms1"
"11599","Spaca6"
"11600",NA
"11601","B230307C23Rik"
"11602","Gm6121"
"11603","4930455H04Rik"
"11604","Rhox3g"
"11605","AU015836"
"11606","H3c15"
"11607","Gm4297"
"11608","Or12e8"
"11609","Cyp2j7"
"11610","Slc48a1"
"11611","Gm15294"
"11612","Or10al7"
"11613","Or4p19"
"11614","Rpl9-ps1"
"11615","Or52d13"
"11616","Dnajb3"
"11617","Slfn14"
"11618","Defa27"
"11619","Vmn1r221"
"11620","H2ab2"
"11621","Or4c100"
"11622","Cyp2j8"
"11623","Or4x13"
"11624","Fam220a"
"11625","Cyp4a29"
"11626","Or12k7"
"11627","H2ab3"
"11628","Or10ag56"
"11629","Pom121l12"
"11630","Vmn1r207"
"11631","Sycn"
"11632","Or4x6"
"11633","Cyp4a30b"
"11634","Tex53"
"11635","Ubl5"
"11636","Tmem240"
"11637","Ccdc85c"
"11638","Bbip1"
"11639","Khdc1b"
"11640","Sbk3"
"11641","Gm13539"
"11642","Ccdc200"
"11643","4930469K13Rik"
"11644","Zfp703"
"11645","Armh2"
"11646","Rad51ap2"
"11647",NA
"11648","Pierce2"
"11649","Gm6569"
"11650","Lrrc3c"
"11651","Susd5"
"11652","Alyreffm1"
"11653","Isoc2a"
"11654","Gm8978"
"11655","3110082J24Rik"
"11656","Lce6a"
"11657","Gm13889"
"11658","Lbhd2"
"11659","Atg4a-ps"
"11660","Plcxd2"
"11661","L1td1"
"11662","Alkal1"
"11663","Lamtor5"
"11664","4930544D05Rik"
"11665","Gm15517"
"11666","Kantr"
"11667","Ccdc201"
"11668","Zfp111"
"11669","Tmem250"
"11670","Pet100"
"11671","Fcor"
"11672","Ugt1a8"
"11673","Rab42"
"11674","4930552N02Rik"
"11675","Cd300ld5"
"11676","Krtap4-8"
"11677","Klra8"
"11678","Cd300ld2"
"11679","Ier5l"
"11680","Tmsb15b1"
"11681","Skint1"
"11682","1700028K03Rik"
"11683","A930011G23Rik"
"11684","Rbm12"
"11685","Npcd"
"11686","Umad1"
"11687","Mup13"
"11688","Or4c104"
"11689","Mfsd14a"
"11690","Uckl1"
"11691","Bcl2a1b"
"11692","Pira2"
"11693","Ugt1a5"
"11694","Ugt1a1"
"11695","G6pd2"
"11696","Gm15446"
"11697","Or8j3c"
"11698","Cdk5r2"
"11699","Rnf8"
"11700","Or4p21"
"11701","Cmc4"
"11702","Shprh"
"11703","Nhlrc4"
"11704","Usp49"
"11705","Kcne5"
"11706","Ugt1a7c"
"11707","Or10ad1"
"11708","Gm614"
"11709","Ugt1a6b"
"11710","Acad11"
"11711","Ugt1a10"
"11712","Ear10"
"11713","Ugt1a2"
"11714","Cd200r2"
"11715","Spmip8"
"11716","Itga10"
"11717","Trim34b"
"11718","Or51a42"
"11719","Krtap9-20"
"11720","Cfb"
"11721","Eif4ebp3"
"11722","Spopfm3"
"11723","Mndal"
"11724","Tarbp1"
"11725","Sult3a2"
"11726","Smr2l"
"11727","Vmn2r99"
"11728","Kplce"
"11729","Vmn2r104"
"11730","Vmn1r5"
"11731","Teddm3"
"11732","Vmn2r79"
"11733","Gm8229"
"11734","Vmn2r58"
"11735","4930523C07Rik"
"11736","Vmn1r174"
"11737","Vmn2r75"
"11738","Gm17455"
"11739","Prr23a3"
"11740","Gm4553"
"11741","Gm17416"
"11742","Gm2888"
"11743","Gm3424"
"11744","Krtap27-1"
"11745","Aadacl2fm2"
"11746","Gm9602"
"11747","Prlh"
"11748","Snrpe"
"11749","Vmn2r109"
"11750","Vmn2r6"
"11751","Vmn2r60"
"11752","A930033H14Rik"
"11753","Or5k16"
"11754","Or2r2"
"11755","Vmn2r120"
"11756","Zfp493"
"11757","Vmn2r45"
"11758","Mdfic2"
"11759","Vmn2r12"
"11760","Gm8020"
"11761","Gm3667"
"11762","Trim43a"
"11763","Apold1"
"11764","Cyp4f40"
"11765","Pate11"
"11766","Gm8127"
"11767","Vmn1r167"
"11768","Gm3371"
"11769","Rps27"
"11770","Pate7"
"11771","Gm17079"
"11772","Esp8"
"11773","Vmn2r63"
"11774","Vmn2r56"
"11775","Gm3127"
"11776","Vmn2r74"
"11777","Ccdc188"
"11778","Vmn2r70"
"11779","Hsd3b9"
"11780","Myl6"
"11781","Rps13"
"11782","Or4n4b"
"11783","D6Ertd527e"
"11784","Vmn2r41"
"11785","Or5v1"
"11786","Pabpc4l"
"11787","F830016B08Rik"
"11788","Ccdc71l"
"11789","Vmn2r77"
"11790","Or5k17"
"11791","Lrrc32"
"11792","Vmn2r8"
"11793","Vmn2r116"
"11794","Vmn2r61"
"11795","Tcerg1l"
"11796","Vmn2r69"
"11797","Vmn1r1"
"11798","Garin4"
"11799","Gm3115"
"11800","Scpppq1"
"11801","Krtap20-2"
"11802","Vmn2r55"
"11803","Gm1979"
"11804","Siglec15"
"11805","Vmn2r14"
"11806","Myocos"
"11807","Vmn2r115"
"11808","Gm21292"
"11809","Prr23a1"
"11810","Kcnmb3"
"11811","Gm2832"
"11812","Gm8068"
"11813","Iqcf6"
"11814","Gm7945"
"11815","Gm17124"
"11816","Gm17175"
"11817","Gm3182"
"11818","Vmn1r224"
"11819","Pate10"
"11820","S100a7l2"
"11821","Vmn2r71"
"11822","Vmn2r91"
"11823","Krtap11-1"
"11824","Vmn2r76"
"11825","Vmn2r19"
"11826","Semp2l1"
"11827","Col6a5"
"11828","Aadacl2"
"11829","Vmn2r83"
"11830","Vmn1r18"
"11831","Gcnt4"
"11832","Rd3l"
"11833","Vmn2r117"
"11834","Gm5916"
"11835","Vmn1r115"
"11836","Otogl"
"11837","Vmn2r82"
"11838","Gm3739"
"11839",NA
"11840","Vmn2r97"
"11841","LOC118568164"
"11842","Mageb11"
"11843","Vmn2r118"
"11844","Vmn2r87"
"11845","Lamtor3"
"11846","Skor2"
"11847","Vmn2r-ps158"
"11848","Or12d2"
"11849","Tma7"
"11850","Vmn1r238"
"11851","Vmn1r9"
"11852","Vmn2r3"
"11853","Or2h1b"
"11854","Gm3752"
"11855","Vmn2r9"
"11856","Vmn2r95"
"11857","Vmn2r13"
"11858","Vmn1r113"
"11859","C2cd4d"
"11860","Apol11a"
"11861","Vmn2r36"
"11862","Vmn1r57"
"11863","Vmn2r106"
"11864","Vmn2r105"
"11865","Vmn2r96"
"11866","4930433I11Rik"
"11867","Gm16506"
"11868","Gm8220"
"11869","Vmn1r29"
"11870","Yy2"
"11871","LOC118568140"
"11872","Gm3636"
"11873","Gm3095"
"11874","Vmn2r103"
"11875","Vmn2r18"
"11876","Vmn2r108"
"11877","Inafm1"
"11878","Ces2h"
"11879","Gm8050"
"11880","Vmn2r100"
"11881","Cyp2a22"
"11882","Or4n4"
"11883","Vmn1r56"
"11884","Gm6337"
"11885","Vmn2r80"
"11886","Ube2d2a"
"11887","Gm17019"
"11888","Tnnc1"
"11889","Speer1h"
"11890","Vmn2r52"
"11891","Speer1k"
"11892","Vmn2r114"
"11893","C2cd4b"
"11894","Vmn2r78"
"11895","Hspa1a"
"11896","Or2r3"
"11897","Rbmyf3"
"11898","Eif1ad6"
"11899","Vmn2r59"
"11900","Peg10"
"11901","Gm2244"
"11902","Esp6"
"11903","Vmn2r85"
"11904","Vmn2r4"
"11905","Pramel58"
"11906","Dynlt1a"
"11907","Or12d12"
"11908","Vmn2r16"
"11909","Gm9376"
"11910","Vmn2r113"
"11911","Gm6482"
"11912","Gm17026"
"11913","Vmn2r86"
"11914","Rergl"
"11915","Gm3696"
"11916","A930009A15Rik"
"11917","Gm19345"
"11918","Gm2381"
"11919","Esp34"
"11920","Or14j2"
"11921","Vmn1r258"
"11922",NA
"11923","Esp36"
"11924","Or14j4"
"11925","Zfp141"
"11926","Gpank1"
"11927","V1rd19"
"11928","Vmn1r180"
"11929","Garin5b"
"11930","Actl9"
"11931","Med20"
"11932","Vmn1r62"
"11933","Ly6g6c"
"11934",NA
"11935","Btnl6"
"11936","Khdc3"
"11937","Vmn1r23"
"11938","Lrch4"
"11939",NA
"11940",NA
"11941","Ly6l"
"11942","Eif4e3"
"11943","Pou5f2"
"11944","Rpl41"
"11945","Vmn1r7"
"11946",NA
"11947",NA
"11948","Methig1"
"11949","Ppp2r3d"
"11950","Or4f7"
"11951","Asmt"
"11952","Vmn2r21"
"11953","Or4l1"
"11954","Or4d2b"
"11955","Gm20865"
"11956","Vmn1r151"
"11957","Gm7954"
"11958","Or6c1"
"11959","Gm20809"
"11960","Vmn1r253"
"11961","Or10h1"
"11962","Gm3033"
"11963","Vmn1r127"
"11964","Gm21865"
"11965","Or8c15"
"11966","Gm20910"
"11967","Tomm20"
"11968","Vmn1r254"
"11969","Or4d2"
"11970","Rpl36-ps4"
"11971","Gm17027"
"11972","Gm20918"
"11973","Hmgcs1"
"11974","Amy2a1"
"11975","Or8g2b"
"11976","Vmn1r131"
"11977","Or13a18"
"11978","Gm20823"
"11979","Gm16867"
"11980","Esp3"
"11981","Gm8165"
"11982","Mrgpra2a"
"11983","Or5p68"
"11984","Gm10406"
"11985","Vmn1r120"
"11986","Rbmyf7"
"11987","Rnasek"
"11988","Gm20736"
"11989","Vmn1r122"
"11990","Vmn1r119"
"11991","Vmn1r94"
"11992","Krtap12-22"
"11993","Gm3685"
"11994","Esp18"
"11995","Speer1g"
"11996","Ldlrad2"
"11997","Gm21118"
"11998","Scgb2b7"
"11999","Or51q1c"
"12000","Ccl21d"
"12001","Spata31f1b"
"12002","Gm4767"
"12003","Or7a42"
"12004","Vmn1r114"
"12005","Ankrd40cl"
"12006","Vmn2r44"
"12007","Fam177a2"
"12008","Speer1n"
"12009","9330182O14Rik"
"12010","5430401F13Rik"
"12011","Msantd5f5"
"12012","Or51aa2"
"12013","Krtap10-21"
"12014","Cwc22rt1"
"12015","Gm3264"
"12016","Or5an9"
"12017","Or10g3"
"12018","Alyreffm17"
"12019","Vmn2r20"
"12020","Krtap12-21"
"12021","Vmn1r252"
"12022","Or8g23"
"12023","Gm1553"
"12024","Vmn1r170"
"12025","Or2f2"
"12026","Magea3"
"12027","Or5p54"
"12028","Or2a14"
"12029","Vmn1r130"
"12030","Calhm3"
"12031","Vmn1r124"
"12032","Or8g54"
"12033","Or1j12"
"12034","Or8g32"
"12035","Btbd35f17"
"12036","Cfap73"
"12037","Vmn1r112"
"12038","Or11g27"
"12039","Gm21683"
"12040","Vmn1r241"
"12041","Scgb2b20"
"12042","Btbd35f28"
"12043","Gm20793"
"12044","Cwc22rt2"
"12045","Or6c208"
"12046","Gm8082"
"12047","Or8g50"
"12048","Defa33"
"12049","Gm3373"
"12050","Or8b1b"
"12051","Vmn1r123"
"12052","Btbd35f29"
"12053","Gm21477"
"12054","Or5ac23"
"12055",NA
"12056","Zfp955a"
"12057","Sgo2b"
"12058","9430069I07Rik"
"12059","Or8g55"
"12060","Or8b36"
"12061","Or1j11"
"12062","Gm21244"
"12063","Or1e33"
"12064","Or2ag18"
"12065","Smim18"
"12066","Foxl3"
"12067","Or51q1"
"12068","Or52e8"
"12069","Vmn1r259"
"12070","Or7g31"
"12071","Or5h23"
"12072","Vmn1r149"
"12073","Vmn1r101"
"12074","Vmn1r50"
"12075","Btbd35f11"
"12076","Cyp2d34"
"12077","Gm20931"
"12078","Gm20738"
"12079","Vmn1r41"
"12080","Or8c20"
"12081","Vmn1r118"
"12082","Gm3629"
"12083","Samt1d"
"12084","Btbd35f20"
"12085","Spin2h"
"12086","Vmn1r169"
"12087","Vmn2r50"
"12088","Or5p1"
"12089","A630076J17Rik"
"12090","Gm20888"
"12091","Gm13271"
"12092","Gm3055"
"12093","Gm4836"
"12094","Tmem121b"
"12095","Vmn1r204"
"12096",NA
"12097","Gm20874"
"12098","Gm13287"
"12099","Rbmy"
"12100","Gm21394"
"12101","Defa36"
"12102","Or2a54"
"12103","Or7a38"
"12104","Or7e166"
"12105","Vmn1r121"
"12106","Ccl21a"
"12107","Defa25"
"12108","1600014C23Rik"
"12109","Or11g1"
"12110","Gm21953"
"12111","Vmn1r158"
"12112","Gm14594"
"12113","Gm17078"
"12114","Or5b108"
"12115","Gm20747"
"12116","Csta3"
"12117","Or6c209"
"12118","Vmn1r95"
"12119","Gm20806"
"12120","Or8g34"
"12121","Gm20916"
"12122","Or4f14b"
"12123","Vmn1r255"
"12124","Or5b101"
"12125","Vmn1r242"
"12126","Gm10487"
"12127","Gm10670"
"12128","Or1j17"
"12129","Or8c8"
"12130","LOC118568141"
"12131","Mup12"
"12132","Samt1"
"12133","Or9e1"
"12134","Cyp2d10"
"12135","1810009J06Rik"
"12136","Or8b44"
"12137","Gm20777"
"12138",NA
"12139","Defa32"
"12140","Or13a20"
"12141","Gm21518"
"12142","Or52a20"
"12143","Gm20828"
"12144","Muc3a"
"12145","Or5b123"
"12146","Or4k47"
"12147","Btbd35f27"
"12148","Mageb6b1"
"12149","Zfp131"
"12150","Btbd35f18"
"12151","Vmn1r129"
"12152","H2al2c"
"12153","Ott"
"12154","Or10h1b"
"12155","Vmn2r101"
"12156","Vmn1r201"
"12157","H2al1d"
"12158","Vmn1r155"
"12159","D430019H16Rik"
"12160","Krtap10-27"
"12161","Gm3526"
"12162","Vmn1r160"
"12163","Vmn1r163"
"12164","Rbm4"
"12165","Vmn2r66"
"12166","Or8g26"
"12167","Scgb1b20"
"12168","Vmn1r251"
"12169","Or5b102"
"12170","Fbxw25"
"12171","Pate3"
"12172","Or6c66"
"12173","Gm16434"
"12174","Alyreffm15"
"12175","Gm5458"
"12176","Gm3336"
"12177","Gm21310"
"12178","1700001J03Rik"
"12179","Gm6401"
"12180","Msantd5f2"
"12181","Gm3159"
"12182","E030018B13Rik"
"12183","Slx"
"12184","Vmn1r135"
"12185","Defa20"
"12186","Or6c6"
"12187","Vmn1r257"
"12188","Vmn2r111"
"12189","Or1e26"
"12190","Gm13285"
"12191","Esp15"
"12192","LOC118568142"
"12193","Or6c35"
"12194","Pou3f2"
"12195","Gm20873"
"12196","Or4k37"
"12197","Vmn1r138"
"12198","Taar7b"
"12199","Gm20822"
"12200","Or2y11"
"12201","Or5b117"
"12202","Vmn1r249"
"12203","Gm3005"
"12204","Zfp967"
"12205","Or5p53"
"12206","Gm10377"
"12207","Scgb1b19"
"12208","Gm21586"
"12209","Or2f1b"
"12210","Or5p72"
"12211","Gm5478"
"12212","Gm20834"
"12213","Or56a3b"
"12214","Scgb1b3"
"12215","Ssty1"
"12216","Ifna9"
"12217","Vmn1r142"
"12218","Vmn1r107"
"12219",NA
"12220","Or2g25"
"12221","Gm10058"
"12222","Potefam3b"
"12223","Speer1j"
"12224","Or5p55"
"12225","Ssty2"
"12226","Plac9"
"12227","Vmn1r125"
"12228","Or1e23"
"12229","Or8g36"
"12230","Gm20825"
"12231","Msantd5f1"
"12232","Vmn1r165"
"12233","Gm3594"
"12234","Rbm31y"
"12235","Gm3012"
"12236","Or2h1"
"12237","Vmn1r152"
"12238","Or8g2"
"12239","Or6c6c"
"12240","H2al1e"
"12241","Vmn1r72"
"12242","Zfp748"
"12243","H2al1i"
"12244","Or7e168"
"12245","Gm20795"
"12246","Entpd4"
"12247",NA
"12248","Or6c206"
"12249","Or5b121"
"12250","Vmn2r22"
"12251","A630023A22Rik"
"12252","Ifna1"
"12253","Gm20812"
"12254","Rhox3f"
"12255","Gm20877"
"12256","Aadacl2fm3"
"12257","Or7g12"
"12258","Or8b101"
"12259","Gm10375"
"12260","Gm10413"
"12261","Vmn1r148"
"12262","Gm10230"
"12263",NA
"12264","Speer4a3"
"12265","Gm3415"
"12266","Taar7d"
"12267","H2al2b"
"12268","Gm6619"
"12269","Or4k41"
"12270","Krtap10-26"
"12271","Rhox3a2"
"12272","Gm21258"
"12273","Vmn1r157"
"12274","Gm15085"
"12275","Esp24"
"12276","Vmn1r89"
"12277","Vmn1r175"
"12278","Gm20816"
"12279","Or5an1"
"12280","Taar7a"
"12281","Gm20854"
"12282","Plscr5"
