"","x"
"6798","Tbcd"
"6799","Tbce"
"6800","Sec24d"
"6801","Zfp750"
"6802","Tgfb2"
"6803","B3galnt2"
"6804","Lyplal1"
"6805","Lgi2"
"6806","Pomt1"
"6807","Vstm2b"
"6808","Prrc2b"
"6809","2300002M23Rik"
"6810","Foxk2"
"6811","Pcsk1n"
"6812","Fndc3b"
"6813","Spdye4a"
"6814","Cdk5rap2"
"6815","Hexd"
"6816","Clnk"
"6817","Rftn1"
"6818","Rab3gap2"
"6819","Igfbp2"
"6820","Rnf122"
"6821","Tex19.1"
"6822","Tex19.2"
"6823","Mettl22"
"6824","Smarcal1"
"6825","Fut11"
"6826","Picalm"
"6827","Sec24c"
"6828","Wdr17"
"6829","Dusp10"
"6830","Ccdc81"
"6831","Neil3"
"6832","Prdm16"
"6833","Heatr5b"
"6834","Tmem135"
"6835","Mtmr7"
"6836","Ttc36"
"6837","Prpf18"
"6838","Snx22"
"6839","Morc3"
"6840","Col10a1"
"6841","Slc9a8"
"6842","Ubn1"
"6843","Prrx2"
"6844","Tnrc18"
"6845","Nt5dc1"
"6846","Tspyl4"
"6847","Znfx1"
"6848","Calhm4"
"6849","Bltp3a"
"6850","Ptpa"
"6851","Cep104"
"6852",NA
"6853","Zup1"
"6854","Mmd2"
"6855","Stau1"
"6856","4921524L21Rik"
"6857","Cylc2"
"6858","Ppp1r3f"
"6859","Nphp4"
"6860","Ccser1"
"6861","Myo9a"
"6862","Fam149b"
"6863","Or6aa1"
"6864","Stub1"
"6865","Mocos"
"6866","Prex1"
"6867","Strip2"
"6868","Hnrnpu"
"6869","Lonrf1"
"6870","Coro7"
"6871","Kcne1"
"6872","Mrpl12"
"6873","Kyat1"
"6874","Cpeb3"
"6875","Dusp26"
"6876","Icmt"
"6877","Zmynd8"
"6878","Tbc1d13"
"6879","Lap3"
"6880","Sdk1"
"6881","Zer1"
"6882","Tspan10"
"6883","Msantd3"
"6884","Usp53"
"6885","Nploc4"
"6886","Slc7a12"
"6887","Plekhg5"
"6888","Dync2i2"
"6889","Dock3"
"6890","Trp53rka"
"6891","Fnbp1l"
"6892","Prkrip1"
"6893","Slx4"
"6894","Alg2"
"6895","Bahcc1"
"6896","Htatip2"
"6897","Exo1"
"6898","Fbxl5"
"6899","Dnttip2"
"6900","Dnajc11"
"6901","Ypel5"
"6902","Polr2j"
"6903","Defb3"
"6904","Cep131"
"6905","Cpeb2"
"6906","Kmo"
"6907","Defb5"
"6908","Zfp597"
"6909","Cplane1"
"6910","Ncoa5"
"6911","Tbc1d2"
"6912","Xkr5"
"6913","Trub2"
"6914","Wdr70"
"6915","Arhgap29"
"6916","Zfp335"
"6917","Nhsl1"
"6918","Slc45a1"
"6919","Epg5"
"6920","Mcph1"
"6921","Rapgef1"
"6922","Rere"
"6923","Neurl2"
"6924","Heca"
"6925","Lrrc17"
"6926","Tmem120a"
"6927","Armh3"
"6928","Slc26a11"
"6929","Cited2"
"6930","Pak5"
"6931","Coq10a"
"6932","Urb1"
"6933","Gsap"
"6934","Pik3cd"
"6935","Dag1"
"6936","Clstn1"
"6937","Etfbkmt"
"6938","Hip1"
"6939","Rhou"
"6940","Or8b1"
"6941","Zfp292"
"6942","Rsbn1l"
"6943","Tbc1d16"
"6944","Deup1"
"6945","Sinhcaf"
"6946","Phtf2"
"6947","Ankrd13c"
"6948","Cbx4"
"6949","Edrf1"
"6950","Timeless"
"6951","Magi2"
"6952","Bahd1"
"6953","Slc7a5"
"6954","Ptger3"
"6955","Cox15"
"6956","Lats1"
"6957","Rab11fip2"
"6958","Ythdf2"
"6959","Elavl1"
"6960","Ipo8"
"6961","Stat2"
"6962","Nup43"
"6963","Rbms2"
"6964","Orc3"
"6965","Baz2a"
"6966","Pfpl"
"6967","Bub1b"
"6968","Tnni3k"
"6969","Klhl42"
"6970","Plpp6"
"6971","Mrps35"
"6972","Ntmt2"
"6973","Pnrc1"
"6974","Semg1"
"6975","Rdh7"
"6976","Abcc8"
"6977","9430038I01Rik"
"6978","Tdrd6"
"6979","Maob"
"6980","Hmx3"
"6981","Hs2st1"
"6982","Tax1bp3"
"6983","1700034J05Rik"
"6984","2310057M21Rik"
"6985","Ankrd6"
"6986","Bmal2"
"6987","Scamp2"
"6988","1700012D01Rik"
"6989","Cd209e"
"6990","Zfp704"
"6991","Gas8"
"6992","Prrc2c"
"6993","Gpr34"
"6994","Tm7sf3"
"6995","Trappc5"
"6996","Fgfr1op2"
"6997","Tbc1d10c"
"6998","Lrp1"
"6999","Ints13"
"7000","Sema3d"
"7001","Nxph4"
"7002","Plekha1"
"7003","Bach2"
"7004","Pacsin1"
"7005","Gzmg"
"7006","Hey1"
"7007","Suco"
"7008","Rbm48"
"7009","Zfp770"
"7010","Dcaf1"
"7011","Or2v1"
"7012","Il7"
"7013","Nsmce4a"
"7014","Ankib1"
"7015","Mars1"
"7016","Ufl1"
"7017","Bcor"
"7018","Trim41"
"7019","Lrrd1"
"7020","Cacng5"
"7021","Cbln3"
"7022","Aqr"
"7023","Ppp1ca"
"7024","Klhl32"
"7025","Wdr47"
"7026","Map3k10"
"7027","Abhd13"
"7028","Havcr1"
"7029","Akap9"
"7030","Fbxl4"
"7031","Slc25a28"
"7032","Dtx3"
"7033","Rc3h1"
"7034","Plekha4"
"7035","Ltb4r2"
"7036","Large2"
"7037","Ppp1r15a"
"7038","Rprd1a"
"7039","Sgms1"
"7040","Usp45"
"7041","H2ap"
"7042","Arglu1"
"7043","Os9"
"7044","Mybbp1a"
"7045","Gtpbp10"
"7046","Ggt6"
"7047","Bptf"
"7048","Lrrc52"
"7049","Lrfn2"
"7050","Chrm4"
"7051","Igsf23"
"7052","Marchf9"
"7053","Abcg5"
"7054","Ambra1"
"7055","Tex47"
"7056","Manea"
"7057","Tsfm"
"7058","Tlr8"
"7059","Zfp609"
"7060","Cblc"
"7061","Abhd11"
"7062","Tmem225"
"7063","Ckap5"
"7064","Otud6b"
"7065","C3ar1"
"7066","Aipl1"
"7067","Wdr7"
"7068","Apoc1"
"7069","Btaf1"
"7070","Rundc3b"
"7071","Tmem270"
"7072","Abcb1a"
"7073","Ofd1"
"7074","Cd79b"
"7075","Ranbp17"
"7076","Mis12"
"7077","Eps8l3"
"7078","Nlrp4a"
"7079","Kazn"
"7080","Tlx3"
"7081","Nlrp9c"
"7082","Pck2"
"7083","Dhx33"
"7084","Gemin8"
"7085","Plekhg1"
"7086","Mael"
"7087","Dok4"
"7088","Nrl"
"7089","Erc2"
"7090","Ppip5k2"
"7091","Rimklb"
"7092","Tasor"
"7093","Oaz2"
"7094","Rad54l2"
"7095","Nup88"
"7096","Phc1"
"7097","Kremen2"
"7098","Hmgn1"
"7099","Madd"
"7100","Tbl3"
"7101","Col16a1"
"7102","Dnajc16"
"7103","Limd2"
"7104","Agmat"
"7105","Camta2"
"7106","Il17rd"
"7107","Virma"
"7108","Zfhx2"
"7109","Rcsd1"
"7110","Kcna2"
"7111","Hnrnpul1"
"7112","Esrp1"
"7113","Eif4h"
"7114","Erg"
"7115","Ints8"
"7116","Slc25a34"
"7117","Rnf167"
"7118","Siah1b"
"7119","Cmtm5"
"7120","Appl1"
"7121","Spen"
"7122","Il25"
"7123","Oard1"
"7124","Cept1"
"7125","Cop1"
"7126","Ttc3"
"7127","Iqcc"
"7128","Chil3"
"7129","Dennd6a"
"7130","Hlcs"
"7131","1700123O20Rik"
"7132","Zmynd15"
"7133","Tiprl"
"7134","Psme4"
"7135","Erf"
"7136","Bsdc1"
"7137","Ino80d"
"7138","Begain"
"7139","Osbpl10"
"7140","Wdr25"
"7141","Gfer"
"7142","Foxa3"
"7143","Kcnd3"
"7144","Kcnk18"
"7145","Atp1a3"
"7146","Fbxw4"
"7147","S100pbp"
"7148","Rfx3"
"7149","Padi6"
"7150","Ulk4"
"7151","Arhgef1"
"7152","Tet2"
"7153","Rcc2"
"7154","Asgr2"
"7155","Sun3"
"7156","Mill2"
"7157","Sh3kbp1"
"7158","Abhd4"
"7159","Iqcf4"
"7160","Map7d2"
"7161","Ghitm"
"7162","Dpcd"
"7163","Fam117b"
"7164","Slc7a13"
"7165","Wdr43"
"7166","Wwp1"
"7167","Pif1"
"7168","4930596D02Rik"
"7169","Fzd7"
"7170","Rwdd2b"
"7171","Ostc"
"7172","Tspyl2"
"7173","Iqsec2"
"7174","Pde9a"
"7175","Msantd4"
"7176","Zfp598"
"7177","Smc1a"
"7178","Cyyr1"
"7179","Ripk2"
"7180","Nme8"
"7181","Dnah7b"
"7182","Brca2"
"7183","Otud3"
"7184","Zmiz2"
"7185","Spem1"
"7186","Lonp1"
"7187","Hectd2"
"7188","Prkd2"
"7189","Pla2g5"
"7190","Pla2g2d"
"7191","Trir"
"7192","Yeats2"
"7193","Arhgap11a"
"7194","Arhgap12"
"7195","Phf8"
"7196","Ublcp1"
"7197","Chd7"
"7198","Vps41"
"7199","Pklr"
"7200","Rbbp8"
"7201","Mul1"
"7202","Lamp3"
"7203","Kcnj1"
"7204","Zfp236"
"7205","Uspl1"
"7206","Dmxl2"
"7207","Ttc1"
"7208","Cdk13"
"7209","Katnal1"
"7210","Gtf3c3"
"7211","Sntb2"
"7212","Slc7a1"
"7213","Thoc6"
"7214","Ak7"
"7215","Pcf11"
"7216","Atp1b2"
"7217","Mup4"
"7218","Atg2b"
"7219","Ankrd42"
"7220","Rap1gap"
"7221","Vcf2"
"7222","Nutm1"
"7223","Tcl1"
"7224","Pum3"
"7225","Shtn1"
"7226","B4galnt3"
"7227","Ccdc9"
"7228","Ninj2"
"7229","Htr2c"
"7230","1700013G24Rik"
"7231","Firrm"
"7232","Wapl"
"7233","Dicer1"
"7234","Pik3r1"
"7235","Meis3"
"7236","Paqr6"
"7237","Nthl1"
"7238","Ccnb1"
"7239","Utp4"
"7240","Mfsd6"
"7241","Gk5"
"7242","Arhgap32"
"7243","Rpl21"
"7244","Tardbp"
"7245","Shld2"
"7246","Syt15"
"7247","Serpina3g"
"7248","Cep78"
"7249","Kif14"
"7250","Gm3402"
"7251","Rrp9"
"7252","Upk2"
"7253","Rnf123"
"7254","Ago1"
"7255","Rbp3"
"7256","Serpina3a"
"7257","Serpina5"
"7258","Ptchd1"
"7259","Fbxo2"
"7260","Fmod"
"7261","Serpina12"
"7262","Camsap2"
"7263","Selenow"
"7264","Prelp"
"7265","Mbp"
"7266","Entpd3"
"7267","Bicdl1"
"7268","Nppa"
"7269","Ccdc74a"
"7270","Mtnap1"
"7271","Gucy1a2"
"7272","Vcf1"
"7273","Mrps27"
"7274","Gcn1"
"7275","Kif21b"
"7276","Slc5a12"
"7277","Ddx24"
"7278","Pcca"
"7279","Pnpla3"
"7280","Prima1"
"7281","Rims1"
"7282","Lrrc18"
"7283","Iapp"
"7284","Bivm"
"7285","Fcho2"
"7286","Amot"
"7287","Kcnj2"
"7288","Cox6a1"
"7289","Slco1a1"
"7290","Btbd7"
"7291","Tmem273"
"7292","Mpped1"
"7293","Ubr7"
"7294","Alg13"
"7295","Pi4ka"
"7296","Khdc1c"
"7297","Coro2b"
"7298","AAdacl4fm3"
"7299","Rnf10"
"7300","Pde3a"
"7301","Utp15"
"7302","Trem3"
"7303","Plekha6"
"7304","Gpr155"
"7305","Tpp2"
"7306","Ubac2"
"7307","Ppp2r2d"
"7308","Ydjc"
"7309","Mapk1ip1"
"7310","Cir1"
"7311","Cpsf2"
"7312","Capza3"
"7313","Myrip"
"7314","Abca9"
"7315","Poldip3"
"7316","Fam169a"
"7317","Oasl1"
"7318","Ptpre"
"7319","Pdcd7"
"7320","Haus1"
"7321","Rpl37"
"7322","Rhod"
"7323","Ppp4r3a"
"7324","Card6"
"7325","Tcf20"
"7326","Oosp1"
"7327","Mcm3"
"7328","Ankrd13a"
"7329","Ipo9"
"7330","Git2"
"7331","Lman1"
"7332","Wipi1"
"7333","Dlx1"
"7334","Ammecr1l"
"7335","Nol4"
"7336","Rnpep"
"7337","Fam222a"
"7338","Rimoc1"
"7339","Mfsd9"
"7340","Pigs"
"7341","Dcaf17"
"7342","Spidr"
"7343","Mettl8"
"7344","Arhgef11"
"7345","Rptn"
"7346","Hrnr"
"7347","Rapgef5"
"7348","Zbed3"
"7349","Tlk1"
"7350","Acacb"
"7351","Wdr41"
"7352","Ncapg2"
"7353","Lce3b"
"7354","Mat2b"
"7355","Igsf3"
"7356","Tbca"
"7357","Dstyk"
"7358","Wdr11"
"7359","Tmcc2"
"7360","Abhd14b"
"7361","Hnrnpf"
"7362","Arsb"
"7363","Lce1c"
"7364","Inpp5f"
"7365","Ccdc115"
"7366","Klhdc8a"
"7367","Vwa1"
"7368","Bhmt2"
"7369","Ssh1"
"7370","Lce1f"
"7371","Rassf4"
"7372","Ppig"
"7373","Msantd2"
"7374","Cox10"
"7375","Sprr2i"
"7376","Tent2"
"7377","Armc5"
"7378","Pnliprp1"
"7379","Nfrkb"
"7380","Tekt3"
"7381","Cmklr1"
"7382","Zfp451"
"7383","Chchd7"
"7384","Cdrt4"
"7385","Tbc1d22b"
"7386","Kdm5b"
"7387","Sanbr"
"7388","Fbxo38"
"7389","Sprr2d"
"7390","Zfand4"
"7391","Bag2"
"7392","Or51m1"
"7393","Ammecr1"
"7394","Rabif"
"7395","BC051665"
"7396","Pglyrp3"
"7397","Cyp2c37"
"7398","Pglyrp4"
"7399","Ptchd4"
"7400","Trem1"
"7401","Slc26a9"
"7402","Cibar2"
"7403","Nxt2"
"7404","Sestd1"
"7405","Pelo"
"7406","H1f8"
"7407","Stab1"
"7408","Hsd3b7"
"7409","Mrtfa"
"7410","Ttc19"
"7411","Ehbp1"
"7412","Sgsm3"
"7413","S100a14"
"7414","Setd1a"
"7415","Pbrm1"
"7416","Hps4"
"7417","Tnfrsf14"
"7418","Arl15"
"7419","Arel1"
"7420","Gnl3"
"7421","Snx18"
"7422","Dmrt3"
"7423","Fam83g"
"7424","Esm1"
"7425","Gzmk"
"7426","Gatad2b"
"7427","Rbm7"
"7428","Crtac1"
"7429","Dennd4b"
"7430","Zmym6"
"7431","Agps"
"7432","Ccno"
"7433","Fbrs"
"7434","Dhx29"
"7435","Zfp532"
"7436","Zmym4"
"7437","Mios"
"7438","Reln"
"7439","Bpifa2"
"7440","C1galt1"
"7441","Dctpp1"
"7442","Zfp410"
"7443","Tbc1d8b"
"7444","Tfap2e"
"7445","Clspn"
"7446","Tbc1d10b"
"7447","Prdm10"
"7448","Cd2bp2"
"7449","Usp22"
"7450","Mideas"
"7451","Dmtf1"
"7452","Klhl14"
"7453","Ubap2l"
"7454","Dnal1"
"7455","4933428M09Rik"
"7456","Golga7b"
"7457","Gtpbp1"
"7458","Sem1"
"7459","Asxl1"
"7460","Zp3r"
"7461","Sin3a"
"7462","Adprs"
"7463","Nek10"
"7464","Mier2"
"7465","Ube2q1"
"7466","Thsd7b"
"7467","Cux2"
"7468","Sh2b3"
"7469","Fam199x"
"7470","Kdm7a"
"7471","Kcna4"
"7472","Atxn2"
"7473","Hirip3"
"7474","Asb4"
"7475","Stk40"
"7476","Safb2"
"7477","Shc1"
"7478","Zfyve1"
"7479","Pla2g6"
"7480","Itpr3"
"7481","Alkbh5"
"7482","Wdr55"
"7483","Immp1l"
"7484","Ypel3"
"7485","Garem1"
"7486","Selenok"
"7487","Mapk6"
"7488","Stn1"
"7489","Dhx9"
"7490","Sipa1l1"
"7491","Commd10"
"7492","Shcbp1l"
"7493","Naa25"
"7494","Map3k9"
"7495","Trafd1"
"7496","Samtor"
"7497","Sgtb"
"7498","Hectd4"
"7499","Id1"
"7500","Nmnat2"
"7501","Tmem108"
"7502","Trim46"
"7503","Smg7"
"7504","Or7a37"
"7505","Cimip2b"
"7506","Rnf214"
"7507","Lgr6"
"7508","Or5m3"
"7509","Spata46"
"7510","Or6c2b"
"7511","Hecw2"
"7512","Krba1"
"7513","Mcts2"
"7514","Flt3"
"7515","Snai1"
"7516","Vmn1r226"
"7517","Or6b3"
"7518","Zc3h6"
"7519","Kcna10"
"7520","Or5m13b"
"7521","Or2p2"
"7522","Prr30"
"7523","Or4c35"
"7524","Aida"
"7525","Foxo4"
"7526","Or52h1"
"7527","Greb1l"
"7528","Sbk1"
"7529","Notum"
"7530","Borcs5"
"7531","Ifnk"
"7532","Onecut1"
"7533","Trpv3"
"7534","Tnp2"
"7535","Disc1"
"7536","Zfp513"
"7537","Spice1"
"7538","Vmn1r66"
"7539","Dpy19l1"
"7540","Tmem82"
"7541","Or7g35"
"7542","Zfp866"
"7543","Tuba1c"
"7544","Qrfp"
"7545","Lrrn4"
"7546","Or2a5"
"7547","Mob1a"
"7548","Tmem212"
"7549","Loricrin"
"7550","Zmpste24"
"7551","Or5g9"
"7552","Upf2"
"7553","Fam13c"
"7554","Uevld"
"7555","Or5m8"
"7556","Or10ag2"
"7557","Tmem11"
"7558","Mei4"
"7559","Smco3"
"7560","Vmn1r75"
"7561","Or51s1"
"7562","Or2y3"
"7563","Or2z2"
"7564","Fbrsl1"
"7565","Filip1l"
"7566","Or51g2"
"7567","Or5h19"
"7568","Hexim2"
"7569","Or13p4"
"7570","Gprasp1"
"7571","Or2k2"
"7572","Tmem130"
"7573","Gpr135"
"7574","Usp48"
"7575","Otud1"
"7576","Lrit2"
"7577","Eif3j2"
"7578","Ccdc185"
"7579","Psapl1"
"7580","Gpr149"
"7581","Magea10"
"7582","Zbtb37"
"7583","Adam30"
"7584","Lce3d"
"7585","Lgals2"
"7586","Gimap5"
"7587","Rai2"
"7588","Or11i1"
"7589","Setx"
"7590","Vmn1r225"
"7591","Dnai7"
"7592","Fbxl7"
"7593","Mdga1"
"7594","Cldn34c4"
"7595","Pars2"
"7596","Pxylp1"
"7597","Zfp3"
"7598","Or2a7"
"7599","Mmp3"
"7600","1700019D03Rik"
"7601","Adamts3"
"7602","Npsr1"
"7603","Diras1"
"7604","Dpy19l3"
"7605","Fem1a"
"7606","1190005I06Rik"
"7607","Or3a4"
"7608","Pde12"
"7609","Rpl7"
"7610","Col6a6"
"7611","F830045P16Rik"
"7612","Ptpn11"
"7613","Trem6l"
"7614","Dmrta1"
"7615","Pkhd1"
"7616","Defb12"
"7617","Prr33"
"7618","Adamtsl5"
"7619","Or2i1"
"7620","Lysmd4"
"7621","Clrn1"
"7622","Or10ab4"
"7623","Tas2r118"
"7624","Taf10"
"7625","Zmym1"
"7626","Chil5"
"7627","Kbtbd7"
"7628","Or2ah1"
"7629","Vmn2r2"
"7630","Zfp469"
"7631","Trp53bp1"
"7632","Or8b55"
"7633","Cenatac"
"7634","Or55b4"
"7635","Klhl15"
"7636","Klri2"
"7637","Wdfy3"
"7638","Naalad2"
"7639","Adam6a"
"7640","Ccrl2"
"7641","Thrap3"
"7642","Emx2"
"7643","Opn5"
"7644","Krtap19-4"
"7645","Spata31d1d"
"7646","Cep164"
"7647","Mgat2"
"7648","Cilp2"
"7649","Slc35g1"
"7650","Or5k15"
"7651","Irf2bp1"
"7652","Ccdc141"
"7653","Npb"
"7654","Or4g7"
"7655","Or9q2"
"7656","Krt13"
"7657","Pcdhb14"
"7658","Otos"
"7659","Cep68"
"7660",NA
"7661","Tafa2"
"7662","Eml6"
"7663","Spem2"
"7664","Rsbn1"
"7665","Or7e174"
"7666","Bmerb1"
"7667","Or56a5"
"7668","Arf6"
"7669","Nkrf"
"7670","Bclaf3"
"7671","Rnf182"
"7672","Foxo1"
"7673","Or2y14"
"7674","Wfikkn2"
"7675","Nkx2-6"
"7676","S1pr4"
"7677","Cdc25c"
"7678","Or8b57"
"7679","Vsig4"
"7680","Or5t9"
"7681","Kcnj4"
"7682","Nkx2-3"
"7683","Grsf1"
"7684","Defb13"
"7685","Dnajc21"
"7686","Krtap20-21"
"7687","Bhlha9"
"7688","Vmn1r45"
"7689","Defb29"
"7690","Pced1b"
"7691","Osbpl1a"
"7692","Olfm5"
"7693","Crb3"
"7694","Cnr1"
"7695","Or10g7"
"7696","Or6c88"
"7697","Krt84"
"7698","Ubr3"
"7699","Mab21l3"
"7700","Gpr4"
"7701","Alkbh2"
"7702","Marveld1"
"7703","Lacc1"
"7704","Sowaha"
"7705","Tmem74b"
"7706","Slc16a13"
"7707","Slc15a5"
"7708","Tigd3"
"7709","Sptssa"
"7710","Cryga"
"7711","Klk12"
"7712","Camsap3"
"7713","Or5b94"
"7714","Pfn3"
"7715","Dock5"
"7716","Or7d11"
"7717","Rin3"
"7718","Fhip1b"
"7719","Tent5c"
"7720","Ascc1"
"7721","Zfand3"
"7722","Klk1b11"
"7723","Or12e1"
"7724","Hs3st5"
"7725","Bod1"
"7726","Lingo4"
"7727","Foxe3"
"7728","Znrf4"
"7729","Rps2"
"7730","Prop1"
"7731","Tex38"
"7732","Or4k52"
"7733","Cage1"
"7734","Acp1"
"7735","Tlr7"
"7736","Smim7"
"7737","Zbtb39"
"7738","Gm4922"
"7739","Swi5"
"7740","Csrnp2"
"7741","Pard6b"
"7742","Zbtb7c"
"7743","Krtap4-2"
"7744","Ly6k"
"7745","Cnpy1"
"7746","Tmem201"
"7747","Il27"
"7748","Palb2"
"7749","Or52e18"
"7750","Gemin7"
"7751","Dok7"
"7752","E230025N22Rik"
"7753","Gpr152"
"7754","Erich5"
"7755","Airim"
"7756","Serpinb1a"
"7757","Defb10"
"7758","Defb1"
"7759","Trmt10c"
"7760","Macir"
"7761","Sntn"
"7762","A730008H23Rik"
"7763","Zfp36"
"7764","Setd2"
"7765","Isca1"
"7766","Or8b56"
"7767","Or13c7d"
"7768","Cd300c2"
"7769","Shb"
"7770","D630023F18Rik"
"7771","Oxgr1"
"7772","AY074887"
"7773","Or55b10"
"7774","Lsm11"
"7775","Defb36"
"7776","Ankrd50"
"7777","Coa4"
"7778","Uqcrq"
"7779","Or6c74"
"7780","Or52h2"
"7781","4930503L19Rik"
"7782","Syt16"
"7783","Rassf9"
"7784","Or5m5"
"7785","H1f10"
"7786","Sstr3"
"7787","Zfp367"
"7788","Ttc41"
"7789","Pwwp2a"
"7790","Wdr72"
"7791","Or2b4"
"7792","Ucn3"
"7793","Or4d10c"
"7794","Spata21"
"7795","Tubg2"
"7796","Gm4779"
"7797","Or6b6"
"7798","H2bl1"
"7799","Prss22"
"7800","Or5b95"
"7801","Cetn4"
"7802","Tmem232"
"7803","Prlhr"
"7804","Pcdhb7"
"7805","Zc2hc1c"
"7806","E130308A19Rik"
"7807","Rnf216"
"7808","Aqp12"
"7809","S1pr1"
"7810","Magi1"
"7811","Slc25a26"
"7812","Dmd"
"7813","Ccdc73"
"7814","Krtap4-7"
"7815","Taar6"
"7816","Rpl18a"
"7817","Or51v14"
"7818","Tubb2b"
"7819","Pigw"
"7820","Or4c12b"
"7821","Or5d35"
"7822","Bola3"
"7823","Amer3"
"7824","Shroom2"
"7825","Cirbp"
"7826","Or2g1"
"7827","Or7g20"
"7828","Dpy19l4"
"7829","Vcpip1"
"7830","Hs6st1"
"7831","Or5w19"
"7832","Rln3"
"7833","Krtap5-4"
"7834","Eola1"
"7835","Kcng4"
"7836","Med26"
"7837","Zfp574"
"7838","Klhdc9"
"7839","Tas2r119"
"7840","Zfp691"
"7841","Cenph"
"7842","Lca5l"
"7843","Ush1g"
"7844","Ube2q2l"
"7845","Insig1"
"7846","Preb"
"7847","Or4m1"
"7848","Lhfpl2"
"7849","Cenpe"
"7850","Zfp423"
"7851","Defb11"
"7852","Vmn1r70"
"7853","Or2l5"
"7854","Fam186a"
"7855","Ifne"
"7856","Wdr81"
"7857","Pxt1"
"7858","Or10aa1"
"7859","Cxcr4"
"7860","Or5m3b"
"7861","Or9i14"
"7862","Kcnk13"
"7863","Trim39"
"7864","2410002F23Rik"
"7865","Dipk2a"
"7866","Or2y17"
"7867","Hnrnph2"
"7868","Tmem60"
"7869","Insm2"
"7870","Zfp956"
"7871","Ttll13"
"7872","Hcrt"
"7873","Or2ad1"
"7874","Lce3c"
"7875","Or9a2"
"7876","Trrap"
"7877","Bhlhe23"
"7878","Pcdhb3"
"7879","Hcar2"
"7880","Or2b28"
"7881","Gpr150"
"7882","Pou3f3"
"7883","Zfp560"
"7884","Or8c13"
"7885","Ddx28"
"7886","Sprr3"
"7887","Or52ad1"
"7888","Krt14"
"7889","Fpr1"
"7890","Or9k7"
"7891","Sprr4"
"7892","Mc2r"
"7893","Or2d4"
"7894","Or51ag1"
"7895","Lypd10"
"7896","Glb1"
"7897","Zfp553"
"7898","Cimap1c"
"7899","Esf1"
"7900","Pigz"
"7901","Sh3tc2"
"7902","Mtus1"
"7903","Vwc2l"
"7904","Fam216b"
"7905","Pid1"
"7906","Plekha7"
"7907","Henmt1"
"7908","Cdc42ep2"
"7909","Smtnl2"
"7910","Spred2"
"7911","Or5b124"
"7912","Tcf21"
"7913","Lcn6"
"7914","Wdr89"
"7915","Nlrp4e"
"7916","Gm21411"
"7917","Or2a25"
"7918","Bricd5"
"7919","Mms22l"
"7920","Tssc4"
"7921","Togaram2"
"7922","B230219D22Rik"
"7923","Or51v8"
"7924","Or51g1"
"7925","Lkaaear1"
"7926","Whamm"
"7927","4930402K13Rik"
"7928","Hsf3"
"7929","Or4d5"
"7930","Zfp36l2"
"7931","Zswim3"
"7932","Or51t4"
"7933","Ptprcap"
"7934","Hdgfl1"
"7935","Slitrk6"
"7936","Adra1a"
"7937","Or5b107"
"7938","Paip2b"
"7939","C2cd4c"
"7940","Clec14a"
"7941","Ifit2"
"7942","Wnk1"
"7943","Ing1"
"7944","Slc25a51"
"7945","C2cd2"
"7946","Tmem104"
"7947","Eif4g1"
"7948","Polr2k"
"7949","Naa11"
"7950","Gapt"
"7951","Pnlip"
"7952","Zfp830"
"7953","Or2w2"
"7954","Stard5"
"7955","Snx12"
"7956","Otulin"
"7957","Or6c3b"
"7958","Rp1l1"
"7959","Lrrc8d"
"7960","Clec9a"
"7961","Tmem174"
"7962","Krt32"
"7963","Mosmo"
"7964","Mcmdc2"
"7965","Cep295"
"7966","Vmn1r184"
"7967","Patl1"
"7968","Or8b3b"
"7969","Fut10"
"7970","Tmem229b"
"7971","E2f8"
"7972","Zfp84"
"7973","Pcdhb20"
"7974","Scaf8"
"7975","Or4q3"
"7976","Cym"
"7977","Rprml"
"7978","Scand1"
"7979","Vps13a"
"7980","Pilra"
"7981","Krtap5-3"
"7982","Adam29"
"7983","Sprr2h"
"7984","Pramel29"
"7985","Usp27x"
"7986","Pnma3"
"7987","Or9s27"
"7988","Myorg"
"7989","Stxbp6"
"7990","BC107364"
"7991","Ccbe1"
"7992","Hs3st2"
"7993","Dppa3"
"7994","Ermp1"
"7995","Slc25a23"
"7996","Rpl37a"
"7997","Fam178b"
"7998","Gjb2"
"7999","Defb14"
"8000","Rpl27a"
"8001","Mgat4e"
"8002","Or51af1"
"8003","1700067K01Rik"
"8004","Or10a3"
"8005","Hnrnpa1"
"8006","Scgb2b24"
"8007","Cmtr2"
"8008","Camk2n1"
"8009","Nexmif"
"8010","Or13j1"
"8011","Sh2d7"
"8012","Sox18"
"8013","Krtap4-16"
"8014","Or6k6"
"8015","Or7a36"
"8016","Ferd3l"
"8017","Golph3l"
"8018","Kctd4"
"8019","Zfp526"
"8020","Spin2c"
"8021","Zfp319"
"8022","Arsj"
"8023","Lyrm4"
"8024","Prr12"
"8025","Lrrc8e"
"8026","Ticrr"
"8027","Bdh1"
"8028","Tcaim"
"8029","B3gntl1"
"8030","Vwa5b2"
"8031","Actrt1"
"8032","Gjb4"
"8033","Pkd1l1"
"8034","Ttc34"
"8035","Or10j3"
"8036","Or5an6"
"8037","Tas2r143"
"8038","Mtfr1l"
"8039","Lce1l"
"8040","Or10g6"
"8041","C87436"
"8042","Tifa"
"8043","Tent5b"
"8044","Csnk2a2"
"8045","Hmga1"
"8046","Foxc2"
"8047","Vmn1r67"
"8048","Igbp1b"
"8049","Bst2"
"8050","Nxph3"
